"univ","code","spec","ms","pzso"
"Державний вищий навчальний заклад ""Національний гірничий університет""","035","Філологія",0,7
"Державний вищий навчальний заклад ""Національний гірничий університет""","051","Економіка",5,7
"Державний вищий навчальний заклад ""Національний гірничий університет""","071","Облік і оподаткування",0,9
"Державний вищий навчальний заклад ""Національний гірничий університет""","072","Фінанси, банківська справа та страхування",3,5
"Державний вищий навчальний заклад ""Національний гірничий університет""","073","Менеджмент",5,15
"Державний вищий навчальний заклад ""Національний гірничий університет""","075","Маркетинг",3,4
"Державний вищий навчальний заклад ""Національний гірничий університет""","076","Підприємництво, торгівля та біржова діяльність",0,6
"Державний вищий навчальний заклад ""Національний гірничий університет""","101","Екологія",5,9
"Державний вищий навчальний заклад ""Національний гірничий університет""","103","Науки про Землю",0,20
"Державний вищий навчальний заклад ""Національний гірничий університет""","121","Інженерія програмного забезпечення",14,17
"Державний вищий навчальний заклад ""Національний гірничий університет""","122","Комп'ютерні науки",32,31
"Державний вищий навчальний заклад ""Національний гірничий університет""","123","Комп’ютерна інженерія",22,15
"Державний вищий навчальний заклад ""Національний гірничий університет""","124","Системний аналіз",10,8
"Державний вищий навчальний заклад ""Національний гірничий університет""","125","Кібербезпека",0,20
"Державний вищий навчальний заклад ""Національний гірничий університет""","131","Прикладна механіка",15,9
"Державний вищий навчальний заклад ""Національний гірничий університет""","133","Галузеве машинобудування",26,20
"Державний вищий навчальний заклад ""Національний гірничий університет""","141","Електроенергетика, електротехніка та електромеханіка",63,45
"Державний вищий навчальний заклад ""Національний гірничий університет""","151","Автоматизація та комп’ютерно-інтегровані технології",12,15
"Державний вищий навчальний заклад ""Національний гірничий університет""","152","Метрологія та інформаційно-вимірювальна техніка",0,9
"Державний вищий навчальний заклад ""Національний гірничий університет""","172","Телекомунікації та радіотехніка",7,8
"Державний вищий навчальний заклад ""Національний гірничий університет""","183","Технології захисту навколишнього середовища",9,0
"Державний вищий навчальний заклад ""Національний гірничий університет""","184","Гірництво",124,53
"Державний вищий навчальний заклад ""Національний гірничий університет""","185","Нафтогазова інженерія та технології",17,7
"Державний вищий навчальний заклад ""Національний гірничий університет""","192","Будівництво та цивільна інженерія",10,8
"Державний вищий навчальний заклад ""Національний гірничий університет""","193","Геодезія та землеустрій",2,11
"Державний вищий навчальний заклад ""Національний гірничий університет""","263","Цивільна безпека",0,2
"Державний вищий навчальний заклад ""Національний гірничий університет""","274","Автомобільний транспорт",18,11
"Державний вищий навчальний заклад ""Національний гірничий університет""","275","Транспортні технології",22,13
"Державний вищий навчальний заклад ""Національний лісотехнічний університет України""","022","Дизайн",7,7
"Державний вищий навчальний заклад ""Національний лісотехнічний університет України""","051","Економіка",5,0
"Державний вищий навчальний заклад ""Національний лісотехнічний університет України""","071","Облік і оподаткування",5,3
"Державний вищий навчальний заклад ""Національний лісотехнічний університет України""","101","Екологія",5,5
"Державний вищий навчальний заклад ""Національний лісотехнічний університет України""","122","Комп'ютерні науки",15,16
"Державний вищий навчальний заклад ""Національний лісотехнічний університет України""","126","Інформаційні системи та технології",0,5
"Державний вищий навчальний заклад ""Національний лісотехнічний університет України""","131","Прикладна механіка",15,17
"Державний вищий навчальний заклад ""Національний лісотехнічний університет України""","151","Автоматизація та комп’ютерно-інтегровані технології",15,10
"Державний вищий навчальний заклад ""Національний лісотехнічний університет України""","161","Хімічні технології та інженерія",10,1
"Державний вищий навчальний заклад ""Національний лісотехнічний університет України""","187","Деревообробні та меблеві технології",15,20
"Державний вищий навчальний заклад ""Національний лісотехнічний університет України""","191","Архітектура та містобудування",0,8
"Державний вищий навчальний заклад ""Національний лісотехнічний університет України""","205","Лісове господарство",62,29
"Державний вищий навчальний заклад ""Національний лісотехнічний університет України""","206","Садово-паркове господарство",5,1
"Державний вищий навчальний заклад ""Переяслав-Хмельницький державний педагогічний університет імені Григорія Сковороди""","012","Дошкільна освіта",35,25
"Державний вищий навчальний заклад ""Переяслав-Хмельницький державний педагогічний університет імені Григорія Сковороди""","013","Початкова освіта",50,27
"Державний вищий навчальний заклад ""Переяслав-Хмельницький державний педагогічний університет імені Григорія Сковороди""","014","Середня освіта",85,216
"Державний вищий навчальний заклад ""Переяслав-Хмельницький державний педагогічний університет імені Григорія Сковороди""","015","Професійна освіта",52,42
"Державний вищий навчальний заклад ""Переяслав-Хмельницький державний педагогічний університет імені Григорія Сковороди""","051","Економіка",8,3
"Державний вищий навчальний заклад ""Переяслав-Хмельницький державний педагогічний університет імені Григорія Сковороди""","052","Політологія",0,2
"Державний вищий навчальний заклад ""Переяслав-Хмельницький державний педагогічний університет імені Григорія Сковороди""","053","Психологія",0,4
"Державний вищий навчальний заклад ""Переяслав-Хмельницький державний педагогічний університет імені Григорія Сковороди""","071","Облік і оподаткування",6,10
"Державний вищий навчальний заклад ""Переяслав-Хмельницький державний педагогічний університет імені Григорія Сковороди""","072","Фінанси, банківська справа та страхування",13,6
"Державний вищий навчальний заклад ""Переяслав-Хмельницький державний педагогічний університет імені Григорія Сковороди""","231","Соціальна робота",8,5
"Державний вищий навчальний заклад ""Приазовський державний технічний університет""","015","Професійна освіта",10,4
"Державний вищий навчальний заклад ""Приазовський державний технічний університет""","035","Філологія",0,17
"Державний вищий навчальний заклад ""Приазовський державний технічний університет""","051","Економіка",0,3
"Державний вищий навчальний заклад ""Приазовський державний технічний університет""","071","Облік і оподаткування",3,3
"Державний вищий навчальний заклад ""Приазовський державний технічний університет""","073","Менеджмент",5,5
"Державний вищий навчальний заклад ""Приазовський державний технічний університет""","113","Прикладна математика",5,10
"Державний вищий навчальний заклад ""Приазовський державний технічний університет""","122","Комп'ютерні науки",0,28
"Державний вищий навчальний заклад ""Приазовський державний технічний університет""","131","Прикладна механіка",35,29
"Державний вищий навчальний заклад ""Приазовський державний технічний університет""","132","Матеріалознавство",0,10
"Державний вищий навчальний заклад ""Приазовський державний технічний університет""","133","Галузеве машинобудування",40,5
"Державний вищий навчальний заклад ""Приазовський державний технічний університет""","136","Металургія",15,9
"Державний вищий навчальний заклад ""Приазовський державний технічний університет""","141","Електроенергетика, електротехніка та електромеханіка",25,12
"Державний вищий навчальний заклад ""Приазовський державний технічний університет""","144","Теплоенергетика",10,6
"Державний вищий навчальний заклад ""Приазовський державний технічний університет""","151","Автоматизація та комп’ютерно-інтегровані технології",5,13
"Державний вищий навчальний заклад ""Приазовський державний технічний університет""","163","Біомедична інженерія",0,10
"Державний вищий навчальний заклад ""Приазовський державний технічний університет""","191","Архітектура та містобудування",0,5
"Державний вищий навчальний заклад ""Приазовський державний технічний університет""","192","Будівництво та цивільна інженерія",15,4
"Державний вищий навчальний заклад ""Приазовський державний технічний університет""","231","Соціальна робота",0,10
"Державний вищий навчальний заклад ""Приазовський державний технічний університет""","242","Туризм",0,5
"Державний вищий навчальний заклад ""Приазовський державний технічний університет""","275","Транспортні технології",55,23
"Державний вищий навчальний заклад ""Придніпровська державна академія будівництва та архітектури""","071","Облік і оподаткування",0,8
"Державний вищий навчальний заклад ""Придніпровська державна академія будівництва та архітектури""","072","Фінанси, банківська справа та страхування",5,6
"Державний вищий навчальний заклад ""Придніпровська державна академія будівництва та архітектури""","073","Менеджмент",0,5
"Державний вищий навчальний заклад ""Придніпровська державна академія будівництва та архітектури""","075","Маркетинг",3,3
"Державний вищий навчальний заклад ""Придніпровська державна академія будівництва та архітектури""","076","Підприємництво, торгівля та біржова діяльність",6,6
"Державний вищий навчальний заклад ""Придніпровська державна академія будівництва та архітектури""","101","Екологія",0,3
"Державний вищий навчальний заклад ""Придніпровська державна академія будівництва та архітектури""","122","Комп'ютерні науки",5,0
"Державний вищий навчальний заклад ""Придніпровська державна академія будівництва та архітектури""","132","Матеріалознавство",5,0
"Державний вищий навчальний заклад ""Придніпровська державна академія будівництва та архітектури""","133","Галузеве машинобудування",3,9
"Державний вищий навчальний заклад ""Придніпровська державна академія будівництва та архітектури""","151","Автоматизація та комп’ютерно-інтегровані технології",0,6
"Державний вищий навчальний заклад ""Придніпровська державна академія будівництва та архітектури""","191","Архітектура та містобудування",0,28
"Державний вищий навчальний заклад ""Придніпровська державна академія будівництва та архітектури""","192","Будівництво та цивільна інженерія",50,100
"Державний вищий навчальний заклад ""Придніпровська державна академія будівництва та архітектури""","193","Геодезія та землеустрій",5,7
"Державний вищий навчальний заклад ""Придніпровська державна академія будівництва та архітектури""","263","Цивільна безпека",2,3
"Державний вищий навчальний заклад ""Придніпровська державна академія будівництва та архітектури""","274","Автомобільний транспорт",3,6
"Державний вищий навчальний заклад ""Прикарпатський національний університет імені Василя Стефаника""","012","Дошкільна освіта",3,14
"Державний вищий навчальний заклад ""Прикарпатський національний університет імені Василя Стефаника""","013","Початкова освіта",0,28
"Державний вищий навчальний заклад ""Прикарпатський національний університет імені Василя Стефаника""","014","Середня освіта",12,159
"Державний вищий навчальний заклад ""Прикарпатський національний університет імені Василя Стефаника""","017","Фізична культура і спорт",0,9
"Державний вищий навчальний заклад ""Прикарпатський національний університет імені Василя Стефаника""","022","Дизайн",0,8
"Державний вищий навчальний заклад ""Прикарпатський національний університет імені Василя Стефаника""","023","Образотворче мистецтво, декоративне мистецтво, реставрація",0,4
"Державний вищий навчальний заклад ""Прикарпатський національний університет імені Василя Стефаника""","024","Хореографія",0,2
"Державний вищий навчальний заклад ""Прикарпатський національний університет імені Василя Стефаника""","025","Музичне мистецтво",0,5
"Державний вищий навчальний заклад ""Прикарпатський національний університет імені Василя Стефаника""","026","Сценічне мистецтво",0,5
"Державний вищий навчальний заклад ""Прикарпатський національний університет імені Василя Стефаника""","032","Історія та археологія",0,12
"Державний вищий навчальний заклад ""Прикарпатський національний університет імені Василя Стефаника""","033","Філософія",0,3
"Державний вищий навчальний заклад ""Прикарпатський національний університет імені Василя Стефаника""","035","Філологія",0,51
"Державний вищий навчальний заклад ""Прикарпатський національний університет імені Василя Стефаника""","051","Економіка",0,2
"Державний вищий навчальний заклад ""Прикарпатський національний університет імені Василя Стефаника""","053","Психологія",0,13
"Державний вищий навчальний заклад ""Прикарпатський національний університет імені Василя Стефаника""","061","Журналістика",0,4
"Державний вищий навчальний заклад ""Прикарпатський національний університет імені Василя Стефаника""","071","Облік і оподаткування",8,14
"Державний вищий навчальний заклад ""Прикарпатський національний університет імені Василя Стефаника""","072","Фінанси, банківська справа та страхування",4,15
"Державний вищий навчальний заклад ""Прикарпатський національний університет імені Василя Стефаника""","073","Менеджмент",0,5
"Державний вищий навчальний заклад ""Прикарпатський національний університет імені Василя Стефаника""","075","Маркетинг",0,4
"Державний вищий навчальний заклад ""Прикарпатський національний університет імені Василя Стефаника""","081","Право",0,21
"Державний вищий навчальний заклад ""Прикарпатський національний університет імені Василя Стефаника""","091","Біологія",5,13
"Державний вищий навчальний заклад ""Прикарпатський національний університет імені Василя Стефаника""","101","Екологія",0,6
"Державний вищий навчальний заклад ""Прикарпатський національний університет імені Василя Стефаника""","102","Хімія",0,7
"Державний вищий навчальний заклад ""Прикарпатський національний університет імені Василя Стефаника""","103","Науки про Землю",0,12
"Державний вищий навчальний заклад ""Прикарпатський національний університет імені Василя Стефаника""","104","Фізика та астрономія",0,11
"Державний вищий навчальний заклад ""Прикарпатський національний університет імені Василя Стефаника""","105","Прикладна фізика та наноматеріали",0,6
"Державний вищий навчальний заклад ""Прикарпатський національний університет імені Василя Стефаника""","106","Географія",0,4
"Державний вищий навчальний заклад ""Прикарпатський національний університет імені Василя Стефаника""","111","Математика",0,14
"Державний вищий навчальний заклад ""Прикарпатський національний університет імені Василя Стефаника""","113","Прикладна математика",0,8
"Державний вищий навчальний заклад ""Прикарпатський національний університет імені Василя Стефаника""","121","Інженерія програмного забезпечення",0,15
"Державний вищий навчальний заклад ""Прикарпатський національний університет імені Василя Стефаника""","122","Комп'ютерні науки",0,14
"Державний вищий навчальний заклад ""Прикарпатський національний університет імені Василя Стефаника""","123","Комп’ютерна інженерія",0,7
"Державний вищий навчальний заклад ""Прикарпатський національний університет імені Василя Стефаника""","126","Інформаційні системи та технології",0,7
"Державний вищий навчальний заклад ""Прикарпатський національний університет імені Василя Стефаника""","132","Матеріалознавство",0,1
"Державний вищий навчальний заклад ""Прикарпатський національний університет імені Василя Стефаника""","201","Агрономія",0,8
"Державний вищий навчальний заклад ""Прикарпатський національний університет імені Василя Стефаника""","205","Лісове господарство",0,14
"Державний вищий навчальний заклад ""Прикарпатський національний університет імені Василя Стефаника""","227","Фізична терапія, ерготерапія",3,16
"Державний вищий навчальний заклад ""Прикарпатський національний університет імені Василя Стефаника""","231","Соціальна робота",0,21
"Державний вищий навчальний заклад ""Прикарпатський національний університет імені Василя Стефаника""","241","Готельно-ресторанна справа",3,9
"Державний вищий навчальний заклад ""Прикарпатський національний університет імені Василя Стефаника""","242","Туризм",3,12
"Державний вищий навчальний заклад ""Прикарпатський національний університет імені Василя Стефаника""","291","Міжнародні відносини, суспільні комунікації та регіональні студії",0,4
"Державний вищий навчальний заклад ""Тернопiльський державний медичний університет iменi I.Я. Горбачевського Міністерства охорони здоров`я України""","223","Медсестринство",0,1
"Державний вищий навчальний заклад ""Тернопiльський державний медичний університет iменi I.Я. Горбачевського Міністерства охорони здоров`я України""","227","Фізична терапія, ерготерапія",0,8
"Державний вищий навчальний заклад ""Ужгородський національний університет""","014","Середня освіта",0,187
"Державний вищий навчальний заклад ""Ужгородський національний університет""","016","Спеціальна освіта",0,14
"Державний вищий навчальний заклад ""Ужгородський національний університет""","017","Фізична культура і спорт",0,15
"Державний вищий навчальний заклад ""Ужгородський національний університет""","032","Історія та археологія",0,3
"Державний вищий навчальний заклад ""Ужгородський національний університет""","035","Філологія",0,31
"Державний вищий навчальний заклад ""Ужгородський національний університет""","051","Економіка",1,2
"Державний вищий навчальний заклад ""Ужгородський національний університет""","052","Політологія",0,1
"Державний вищий навчальний заклад ""Ужгородський національний університет""","053","Психологія",0,10
"Державний вищий навчальний заклад ""Ужгородський національний університет""","061","Журналістика",0,8
"Державний вищий навчальний заклад ""Ужгородський національний університет""","071","Облік і оподаткування",5,7
"Державний вищий навчальний заклад ""Ужгородський національний університет""","072","Фінанси, банківська справа та страхування",13,7
"Державний вищий навчальний заклад ""Ужгородський національний університет""","073","Менеджмент",0,4
"Державний вищий навчальний заклад ""Ужгородський національний університет""","075","Маркетинг",0,5
"Державний вищий навчальний заклад ""Ужгородський національний університет""","076","Підприємництво, торгівля та біржова діяльність",0,2
"Державний вищий навчальний заклад ""Ужгородський національний університет""","081","Право",25,26
"Державний вищий навчальний заклад ""Ужгородський національний університет""","091","Біологія",0,7
"Державний вищий навчальний заклад ""Ужгородський національний університет""","101","Екологія",0,5
"Державний вищий навчальний заклад ""Ужгородський національний університет""","102","Хімія",0,4
"Державний вищий навчальний заклад ""Ужгородський національний університет""","103","Науки про Землю",0,14
"Державний вищий навчальний заклад ""Ужгородський національний університет""","104","Фізика та астрономія",0,2
"Державний вищий навчальний заклад ""Ужгородський національний університет""","105","Прикладна фізика та наноматеріали",0,10
"Державний вищий навчальний заклад ""Ужгородський національний університет""","106","Географія",0,1
"Державний вищий навчальний заклад ""Ужгородський національний університет""","111","Математика",0,8
"Державний вищий навчальний заклад ""Ужгородський національний університет""","112","Статистика",0,1
"Державний вищий навчальний заклад ""Ужгородський національний університет""","113","Прикладна математика",0,10
"Державний вищий навчальний заклад ""Ужгородський національний університет""","121","Інженерія програмного забезпечення",20,16
"Державний вищий навчальний заклад ""Ужгородський національний університет""","122","Комп'ютерні науки",0,17
"Державний вищий навчальний заклад ""Ужгородський національний університет""","123","Комп’ютерна інженерія",5,10
"Державний вищий навчальний заклад ""Ужгородський національний університет""","125","Кібербезпека",0,6
"Державний вищий навчальний заклад ""Ужгородський національний університет""","131","Прикладна механіка",0,14
"Державний вищий навчальний заклад ""Ужгородський національний університет""","151","Автоматизація та комп’ютерно-інтегровані технології",0,10
"Державний вищий навчальний заклад ""Ужгородський національний університет""","153","Мікро- та наносистемна техніка",0,8
"Державний вищий навчальний заклад ""Ужгородський національний університет""","171","Електроніка",1,3
"Державний вищий навчальний заклад ""Ужгородський національний університет""","172","Телекомунікації та радіотехніка",0,7
"Державний вищий навчальний заклад ""Ужгородський національний університет""","192","Будівництво та цивільна інженерія",5,30
"Державний вищий навчальний заклад ""Ужгородський національний університет""","193","Геодезія та землеустрій",4,13
"Державний вищий навчальний заклад ""Ужгородський національний університет""","203","Садівництво та виноградарство",0,11
"Державний вищий навчальний заклад ""Ужгородський національний університет""","205","Лісове господарство",0,6
"Державний вищий навчальний заклад ""Ужгородський національний університет""","206","Садово-паркове господарство",0,1
"Державний вищий навчальний заклад ""Ужгородський національний університет""","223","Медсестринство",12,0
"Державний вищий навчальний заклад ""Ужгородський національний університет""","227","Фізична терапія, ерготерапія",0,16
"Державний вищий навчальний заклад ""Ужгородський національний університет""","231","Соціальна робота",0,6
"Державний вищий навчальний заклад ""Ужгородський національний університет""","241","Готельно-ресторанна справа",0,4
"Державний вищий навчальний заклад ""Ужгородський національний університет""","242","Туризм",0,11
"Державний вищий навчальний заклад ""Ужгородський національний університет""","291","Міжнародні відносини, суспільні комунікації та регіональні студії",0,4
"Державний вищий навчальний заклад ""Ужгородський національний університет""","292","Міжнародні економічні відносини",0,6
"Державний вищий навчальний заклад ""Український державний хіміко-технологічний університет""","051","Економіка",0,2
"Державний вищий навчальний заклад ""Український державний хіміко-технологічний університет""","075","Маркетинг",0,5
"Державний вищий навчальний заклад ""Український державний хіміко-технологічний університет""","101","Екологія",5,0
"Державний вищий навчальний заклад ""Український державний хіміко-технологічний університет""","122","Комп'ютерні науки",5,3
"Державний вищий навчальний заклад ""Український державний хіміко-технологічний університет""","123","Комп’ютерна інженерія",5,3
"Державний вищий навчальний заклад ""Український державний хіміко-технологічний університет""","131","Прикладна механіка",10,8
"Державний вищий навчальний заклад ""Український державний хіміко-технологічний університет""","133","Галузеве машинобудування",15,12
"Державний вищий навчальний заклад ""Український державний хіміко-технологічний університет""","144","Теплоенергетика",10,5
"Державний вищий навчальний заклад ""Український державний хіміко-технологічний університет""","151","Автоматизація та комп’ютерно-інтегровані технології",10,8
"Державний вищий навчальний заклад ""Український державний хіміко-технологічний університет""","152","Метрологія та інформаційно-вимірювальна техніка",10,0
"Державний вищий навчальний заклад ""Український державний хіміко-технологічний університет""","161","Хімічні технології та інженерія",57,32
"Державний вищий навчальний заклад ""Український державний хіміко-технологічний університет""","162","Біотехнології та біоінженерія",0,7
"Державний вищий навчальний заклад ""Український державний хіміко-технологічний університет""","181","Харчові технології",0,12
"Державний вищий навчальний заклад ""Український державний хіміко-технологічний університет""","186","Видавництво та поліграфія",10,2
"Державний вищий навчальний заклад ""Український державний хіміко-технологічний університет""","226","Фармація, промислова фармація",0,8
"Державний вищий навчальний заклад ""Університет банківської справи""","051","Економіка освітня програма: міжнародна економіка",2,0
"Державний вищий навчальний заклад ""Університет банківської справи""","071","Облік і оподаткування",2,9
"Державний вищий навчальний заклад ""Університет банківської справи""","072","Фінанси, банківська справа та страхування",5,11
"Державний вищий навчальний заклад ""Університет банківської справи""","125","Кібербезпека",3,6
"Державний вищий навчальний заклад ""Херсонський державний аграрний університет""","051","Економіка",5,1
"Державний вищий навчальний заклад ""Херсонський державний аграрний університет""","071","Облік і оподаткування",5,3
"Державний вищий навчальний заклад ""Херсонський державний аграрний університет""","073","Менеджмент",3,3
"Державний вищий навчальний заклад ""Херсонський державний аграрний університет""","076","Підприємництво, торгівля та біржова діяльність",5,0
"Державний вищий навчальний заклад ""Херсонський державний аграрний університет""","101","Екологія",5,4
"Державний вищий навчальний заклад ""Херсонський державний аграрний університет""","103","Науки про Землю",5,1
"Державний вищий навчальний заклад ""Херсонський державний аграрний університет""","181","Харчові технології",10,2
"Державний вищий навчальний заклад ""Херсонський державний аграрний університет""","183","Технології захисту навколишнього середовища",5,0
"Державний вищий навчальний заклад ""Херсонський державний аграрний університет""","192","Будівництво та цивільна інженерія",15,9
"Державний вищий навчальний заклад ""Херсонський державний аграрний університет""","193","Геодезія та землеустрій",5,6
"Державний вищий навчальний заклад ""Херсонський державний аграрний університет""","194","Гідротехнічне будівництво, водна інженерія та водні технології",0,5
