"spec","ms.perc_cont","ms.perc_bud","vnz","ms_un_perc_bud","ms_un_perc_cont"
"123 комп’ютерна інженерія","32.85","25.62","Тернопільський національний економічний університет","68.18",0
"123 комп’ютерна інженерія","32.85","25.62","Національний технічний університет ""Харківський політехнічний інститут""","1.35",0
"123 комп’ютерна інженерія","32.85","25.62","Кременчуцький національний університет імені Михайла Остроградського","86.67",0
"123 комп’ютерна інженерія","32.85","25.62","Вінницький національний технічний університет","28.85",0
"124 системний аналіз","13.2","10.11","Запорізький національний технічний університет","83.33",0
"124 системний аналіз","13.2","10.11","Вінницький національний технічний університет","60",0
"124 системний аналіз","13.2","10.11","Національний університет ""Львівська політехніка""","3.57",0
"124 системний аналіз","13.2","10.11","Черкаський національний університет імені Богдана Хмельницького","57.14",0
"124 системний аналіз","13.2","10.11","Державний вищий навчальний заклад ""Національний гірничий університет""","55.56",0
"124 системний аналіз","13.2","10.11","Донбаська державна машинобудівна академія","41.94",0
"125 кібербезпека","10.02","17.94","Черкаський державний технологічний університет","66.67",0
"125 кібербезпека","10.02","17.94","Національний університет ""Львівська політехніка""","3.85",0
"125 кібербезпека","10.02","17.94","Чернівецький національний університет імені Юрія Федьковича","42.86",0
"125 кібербезпека","10.02","17.94","Київський національний університет імені Тараса Шевченка","8.33",0
"125 кібербезпека","10.02","17.94","Донецький національний університет імені Василя Стуса","42.86",0
"125 кібербезпека","10.02","17.94","Тернопільський національний технічний університет імені Івана Пулюя","52.63",0
"125 кібербезпека","10.02","17.94","Центральноукраїнський національний технічний університет","73.33",0
"125 кібербезпека","10.02","17.94","Харківський національний університет радіоелектроніки","35.71",0
"125 кібербезпека","10.02","17.94","Вінницький національний технічний університет","13.79",0
"125 кібербезпека","10.02","17.94","Державний вищий навчальний заклад ""Університет банківської справи""","33.33",0
"125 кібербезпека","10.02","17.94","Одеський національний політехнічний університет","8.33",0
"125 кібербезпека","10.02","17.94","Національний авіаційний університет","26.87",0
"125 кібербезпека","10.02","17.94","Харківський навчально-науковий інститут Державного вищого навчального закладу ""Університет банківської справи""","100",0
"125 кібербезпека","10.02","17.94","Одеська національна академія зв'язку ім. О.С. Попова","78.57",0
"125 кібербезпека","10.02","17.94","Національний університет кораблебудування імені адмірала Макарова","75",0
"126 інформаційні системи та технології","1.68","7.92","Національний аерокосмічний університет ім. М. Є. Жуковського ""Харківський авіаційний інститут""","92.31",0
"131 прикладна механіка","81.34","43.79","Тернопільський національний технічний університет імені Івана Пулюя","29.41",0
"131 прикладна механіка","81.34","43.79","Вінницький національний технічний університет","18.52",0
"131 прикладна механіка","81.34","43.79","Державний вищий навчальний заклад ""Криворізький національний університет""","35.71",0
"131 прикладна механіка","81.34","43.79","Житомирський державний технологічний університет","20",0
"131 прикладна механіка","81.34","43.79","Київський національний університет технологій та дизайну","60",0
"131 прикладна механіка","81.34","43.79","Одеський національний політехнічний університет","68.63",0
"131 прикладна механіка","81.34","43.79","Національний технічний університет ""Харківський політехнічний інститут""","52.69",0
"131 прикладна механіка","81.34","43.79","Дніпропетровський національний університет імені Олеся Гончара","62.5",0
"131 прикладна механіка","81.34","43.79","Східноукраїнський національний університет імені Володимира Даля","100",0
"131 прикладна механіка","81.34","43.79","Первомайський політехнічний інститут Національного університету кораблебудування імені адмірала Макарова","80",0
"131 прикладна механіка","81.34","43.79","Державний вищий навчальний заклад ""Національний лісотехнічний університет України""","46.88",0
"131 прикладна механіка","81.34","43.79","Харківський державний університет харчування та торгівлі","62.5",0
"131 прикладна механіка","81.34","43.79","Івано-Франківський національний технічний університет нафти і газу","29.41",0
"131 прикладна механіка","81.34","43.79","Донбаський державний технічний університет","100",0
"131 прикладна механіка","81.34","43.79","Кременчуцький національний університет імені Михайла Остроградського","66.67",0
"131 прикладна механіка","81.34","43.79","Дніпровський державний технічний університет","62.5",0
"131 прикладна механіка","81.34","43.79","Національний університет харчових технологій","28.57",0
"131 прикладна механіка","81.34","43.79","Сумський державний університет","32.35",0
"131 прикладна механіка","81.34","43.79","Державний вищий навчальний заклад ""Приазовський державний технічний університет""","54.69",0
"131 прикладна механіка","81.34","43.79","Національний технічний університет України «Київський політехнічний інститут імені Ігоря Сікорського»","16.19",0
"131 прикладна механіка","81.34","43.79","Державний вищий навчальний заклад ""Національний гірничий університет""","62.5",50
"131 прикладна механіка","81.34","43.79","Національна металургійна академія України","43.48",0
"131 прикладна механіка","81.34","43.79","Українська академія друкарства","50",0
"131 прикладна механіка","81.34","43.79","Херсонський національний технічний університет","41.67",0
"131 прикладна механіка","81.34","43.79","Національний аерокосмічний університет ім. М. Є. Жуковського ""Харківський авіаційний інститут""","42.22",0
"131 прикладна механіка","81.34","43.79","Хмельницький національний університет","43.48",0
"131 прикладна механіка","81.34","43.79","Херсонська філія Національного університету кораблебудування імені адмірала Макарова","61.54",0
"131 прикладна механіка","81.34","43.79","Одеська національна академія харчових технологій","35.71",0
"131 прикладна механіка","81.34","43.79","Національний транспортний університет","29.41",0
"131 прикладна механіка","81.34","43.79","Донбаська державна машинобудівна академія","81.16",0
"131 прикладна механіка","81.34","43.79","Національний університет кораблебудування імені адмірала Макарова","79.17",0
"131 прикладна механіка","81.34","43.79","Черкаський державний технологічний університет","38.46",0
"131 прикладна механіка","81.34","43.79","Державний вищий навчальний заклад ""Український державний хіміко-технологічний університет""","55.56",0
"131 прикладна механіка","81.34","43.79","Українська інженерно-педагогічна академія","71.43",0
"131 прикладна механіка","81.34","43.79","Конотопський інститут Сумського державного університету","100",0
"131 прикладна механіка","81.34","43.79","Луцький національний технічний університет","52.08",0
"131 прикладна механіка","81.34","43.79","Запорізький національний технічний університет","59.14",82
"131 прикладна механіка","81.34","43.79","Національний університет ""Львівська політехніка""","25",0
"131 прикладна механіка","81.34","43.79","Центральноукраїнський національний технічний університет","60.98",0
"132 матеріалознавство","57.52","52.48","Національний технічний університет України «Київський політехнічний інститут імені Ігоря Сікорського»","9.52",0
"132 матеріалознавство","57.52","52.48","Державний вищий навчальний заклад ""Придніпровська державна академія будівництва та архітектури""","100",0
"132 матеріалознавство","57.52","52.48","Національний технічний університет ""Харківський політехнічний інститут""","38.46",0
"132 матеріалознавство","57.52","52.48","Запорізький національний технічний університет","72.22",0
"132 матеріалознавство","57.52","52.48","Центральноукраїнський національний технічний університет","100",0
"132 матеріалознавство","57.52","52.48","Національний університет кораблебудування імені адмірала Макарова","50",0
"132 матеріалознавство","57.52","52.48","Хмельницький національний університет","55.56",0
"132 матеріалознавство","57.52","52.48","Сумський державний університет","50",0
"132 матеріалознавство","57.52","52.48","Луцький національний технічний університет","71.43",0
"132 матеріалознавство","57.52","52.48","Національна металургійна академія України","88.24",0
"132 матеріалознавство","57.52","52.48","Одеський національний політехнічний університет","66.67",0
"133 галузеве машинобудування","81.04","45.6","Кременчуцький національний університет імені Михайла Остроградського","75",0
"133 галузеве машинобудування","81.04","45.6","Центральноукраїнський національний технічний університет","73.91",0
"133 галузеве машинобудування","81.04","45.6","Одеська державна академія будівництва та архітектури","83.33",0
"133 галузеве машинобудування","81.04","45.6","Тернопільський національний технічний університет імені Івана Пулюя","37.04",0
"133 галузеве машинобудування","81.04","45.6","Таврійський державний агротехнологічний університет","56.67",0
"133 галузеве машинобудування","81.04","45.6","Національний університет харчових технологій","52.63",0
"133 галузеве машинобудування","81.04","45.6","Київський національний університет технологій та дизайну","62.5",0
"133 галузеве машинобудування","81.04","45.6","Національна металургійна академія України","75.86",0
"133 галузеве машинобудування","81.04","45.6","Національний аерокосмічний університет ім. М. Є. Жуковського ""Харківський авіаційний інститут""","80",0
"133 галузеве машинобудування","81.04","45.6","Житомирський державний технологічний університет","33.33",0
"133 галузеве машинобудування","81.04","45.6","Донецький національний університет економіки і торгівлі імені Михайла Туган-Барановського","54.55",0
"133 галузеве машинобудування","81.04","45.6","Український державний університет залізничного транспорту","55.56",0
"133 галузеве машинобудування","81.04","45.6","Львівський національний аграрний університет","38.71",0
"133 галузеве машинобудування","81.04","45.6","Луцький національний технічний університет","31.75",0
"133 галузеве машинобудування","81.04","45.6","Дніпровський державний технічний університет","38.46",0
"133 галузеве машинобудування","81.04","45.6","Східноукраїнський національний університет імені Володимира Даля","62.22",0
"133 галузеве машинобудування","81.04","45.6","Полтавський національний технічний університет імені Юрія Кондратюка","62.5",0
"133 галузеве машинобудування","81.04","45.6","Харківський національний технічний університет сільського господарства імені Петра Василенка","38.4",0
"133 галузеве машинобудування","81.04","45.6","Державний вищий навчальний заклад ""Приазовський державний технічний університет""","88.89",0
"133 галузеве машинобудування","81.04","45.6","Хмельницький національний університет","34.48",0
"133 галузеве машинобудування","81.04","45.6","Державний вищий навчальний заклад ""Криворізький національний університет""","45.45",0
"133 галузеве машинобудування","81.04","45.6","Херсонський національний технічний університет","50",0
"133 галузеве машинобудування","81.04","45.6","Державний вищий навчальний заклад ""Український державний хіміко-технологічний університет""","55.56",0
"133 галузеве машинобудування","81.04","45.6","Одеська національна академія харчових технологій","45.45",0
"133 галузеве машинобудування","81.04","45.6","Національний технічний університет ""Харківський політехнічний інститут""","40.3",0
"133 галузеве машинобудування","81.04","45.6","Дніпропетровський національний університет імені Олеся Гончара","100",0
"133 галузеве машинобудування","81.04","45.6","Державний вищий навчальний заклад ""Донецький національний технічний університет""","13.64",0
"133 галузеве машинобудування","81.04","45.6","Сумський державний університет","35.71",0
"133 галузеве машинобудування","81.04","45.6","Донбаська національна академія будівництва і архітектури","87.5",0
"133 галузеве машинобудування","81.04","45.6","Дніпропетровський національний університет залізничного транспорту імені академіка В. Лазаряна","25",0
"133 галузеве машинобудування","81.04","45.6","Харківський національний університет будівництва та архітектури","62.5",0
"133 галузеве машинобудування","81.04","45.6","Національний технічний університет України «Київський політехнічний інститут імені Ігоря Сікорського»","9.74",0
"133 галузеве машинобудування","81.04","45.6","Запорізький національний технічний університет","88.29",0
"133 галузеве машинобудування","81.04","45.6","Шосткинський інститут Сумського державного університету","83.33",0
"133 галузеве машинобудування","81.04","45.6","Київський національний університет будівництва і архітектури","34.48",0
"133 галузеве машинобудування","81.04","45.6","Інститут хімічних технологій Східноукраїнського національного університету імені Володимира Даля (м. Рубіжне)","66.67",0
"133 галузеве машинобудування","81.04","45.6","Національний транспортний університет","34.88",0
"133 галузеве машинобудування","81.04","45.6","Національний університет водного господарства та природокористування","30",0
"133 галузеве машинобудування","81.04","45.6","Донбаська державна машинобудівна академія","67.8",0
"133 галузеве машинобудування","81.04","45.6","Запорізька державна інженерна академія","38.46",0
"133 галузеве машинобудування","81.04","45.6","Національний університет біоресурсів і природокористування України","22",0
"133 галузеве машинобудування","81.04","45.6","Державний вищий навчальний заклад ""Національний гірничий університет""","56.52",0
"133 галузеве машинобудування","81.04","45.6","Черкаський державний технологічний університет","60",0
"133 галузеве машинобудування","81.04","45.6","Національний університет ""Львівська політехніка""","34.78",0
"133 галузеве машинобудування","81.04","45.6","Вінницький національний аграрний університет","47.62",0
"133 галузеве машинобудування","81.04","45.6","Одеський національний політехнічний університет","30.3",0
"133 галузеве машинобудування","81.04","45.6","Державний вищий навчальний заклад ""Придніпровська державна академія будівництва та архітектури""","25",0
"133 галузеве машинобудування","81.04","45.6","Донбаський державний технічний університет","100",0
"134 авіаційна та ракетно-космічна техніка","33.33","46.19","Національний аерокосмічний університет ім. М. Є. Жуковського ""Харківський авіаційний інститут""","51.28",0
"134 авіаційна та ракетно-космічна техніка","33.33","46.19","Дніпропетровський національний університет імені Олеся Гончара","76",0
"134 авіаційна та ракетно-космічна техніка","33.33","46.19","Національний технічний університет України «Київський політехнічний інститут імені Ігоря Сікорського»","17.78",0
"134 авіаційна та ракетно-космічна техніка","33.33","46.19","Запорізький національний технічний університет","86.96",0
"134 авіаційна та ракетно-космічна техніка","33.33","46.19","Національний університет кораблебудування імені адмірала Макарова","50",0
"135 суднобудування","82.93","52.94","Національний університет кораблебудування імені адмірала Макарова","57.89",0
"135 суднобудування","82.93","52.94","Херсонська філія Національного університету кораблебудування імені адмірала Макарова","71.88",0
"136 металургія","74.11","49.84","Донбаська державна машинобудівна академія","76.92",0
"136 металургія","74.11","49.84","Дніпровський державний технічний університет","50",0
"136 металургія","74.11","49.84","Одеський національний політехнічний університет","50",0
"136 металургія","74.11","49.84","Державний вищий навчальний заклад ""Криворізький національний університет""","35.71",0
"136 металургія","74.11","49.84","Запорізький національний технічний університет","61.9",0
"136 металургія","74.11","49.84","Державний вищий навчальний заклад ""Приазовський державний технічний університет""","62.5",0
"136 металургія","74.11","49.84","Національна металургійна академія України","60.19",0
"136 металургія","74.11","49.84","Національний технічний університет України «Київський політехнічний інститут імені Ігоря Сікорського»","20.83",0
"136 металургія","74.11","49.84","Запорізька державна інженерна академія","23.81",0
"141 електроенергетика, електротехніка та електромеханіка","81.35","49.18","Національна металургійна академія України","86.96",0
"141 електроенергетика, електротехніка та електромеханіка","81.35","49.18","Херсонський національний технічний університет","38.46",0
"141 електроенергетика, електротехніка та електромеханіка","81.35","49.18","Національний університет водного господарства та природокористування","29.41",0
"141 електроенергетика, електротехніка та електромеханіка","81.35","49.18","Черкаський державний технологічний університет","63.64",0
"141 електроенергетика, електротехніка та електромеханіка","81.35","49.18","Відокремлений підрозділ Національного університету біоресурсів і природокористування України ""Немішаївський агротехнічний коледж""","100",0
"141 електроенергетика, електротехніка та електромеханіка","81.35","49.18","Донбаський державний технічний університет","81.82",0
"141 електроенергетика, електротехніка та електромеханіка","81.35","49.18","Сумський національний аграрний університет","47.37",0
"141 електроенергетика, електротехніка та електромеханіка","81.35","49.18","Дніпропетровський національний університет залізничного транспорту імені академіка В. Лазаряна","56.67",0
"141 електроенергетика, електротехніка та електромеханіка","81.35","49.18","Донбаська державна машинобудівна академія","80",0
"141 електроенергетика, електротехніка та електромеханіка","81.35","49.18","Національний аерокосмічний університет ім. М. Є. Жуковського ""Харківський авіаційний інститут""","16.67",0
"141 електроенергетика, електротехніка та електромеханіка","81.35","49.18","Національний технічний університет України «Київський політехнічний інститут імені Ігоря Сікорського»","32.48",0
"141 електроенергетика, електротехніка та електромеханіка","81.35","49.18","Таврійський державний агротехнологічний університет","66.67",0
"141 електроенергетика, електротехніка та електромеханіка","81.35","49.18","Національний університет ""Львівська політехніка""","12.77",0
"141 електроенергетика, електротехніка та електромеханіка","81.35","49.18","Херсонська філія Національного університету кораблебудування імені адмірала Макарова","68.97",0
"141 електроенергетика, електротехніка та електромеханіка","81.35","49.18","Подільський державний аграрно-технічний університет","71.43",90
"141 електроенергетика, електротехніка та електромеханіка","81.35","49.18","Національний авіаційний університет","26.67",0
"141 електроенергетика, електротехніка та електромеханіка","81.35","49.18","Одеська національна академія харчових технологій","71.43",0
"141 електроенергетика, електротехніка та електромеханіка","81.35","49.18","Луцький національний технічний університет","39.47",0
"141 електроенергетика, електротехніка та електромеханіка","81.35","49.18","Івано-Франківський національний технічний університет нафти і газу","14.71",0
"141 електроенергетика, електротехніка та електромеханіка","81.35","49.18","Київський національний університет технологій та дизайну","62.5",0
"141 електроенергетика, електротехніка та електромеханіка","81.35","49.18","Сумський державний університет","20.69",0
"141 електроенергетика, електротехніка та електромеханіка","81.35","49.18","Відокремлений підрозділ Національного університету біоресурсів і природокористування України ""Ніжинський агротехнічний інститут""","66.67",0
"141 електроенергетика, електротехніка та електромеханіка","81.35","49.18","Хмельницький національний університет","45",0
"141 електроенергетика, електротехніка та електромеханіка","81.35","49.18","Запорізький національний технічний університет","49.38",0
"141 електроенергетика, електротехніка та електромеханіка","81.35","49.18","Харківський національний університет міського господарства імені О.М. Бекетова","76.27",0
"141 електроенергетика, електротехніка та електромеханіка","81.35","49.18","Східноукраїнський національний університет імені Володимира Даля","41.67",0
"141 електроенергетика, електротехніка та електромеханіка","81.35","49.18","Чернівецький національний університет імені Юрія Федьковича","50",0
"141 електроенергетика, електротехніка та електромеханіка","81.35","49.18","Львівський національний аграрний університет","46.88",0
"141 електроенергетика, електротехніка та електромеханіка","81.35","49.18","Державний вищий навчальний заклад ""Донецький національний технічний університет""","21.74",0
"141 електроенергетика, електротехніка та електромеханіка","81.35","49.18","Одеський національний політехнічний університет","46.05",0
"141 електроенергетика, електротехніка та електромеханіка","81.35","49.18","Житомирський національний агроекологічний університет","51.72",0
"141 електроенергетика, електротехніка та електромеханіка","81.35","49.18","Вінницький національний аграрний університет","45.45",0
"141 електроенергетика, електротехніка та електромеханіка","81.35","49.18","Національний технічний університет ""Харківський політехнічний інститут""","40.76",0
"141 електроенергетика, електротехніка та електромеханіка","81.35","49.18","Чернівецький факультет Національного технічного університету «Харківський політехнічний інститут»","0",20
"141 електроенергетика, електротехніка та електромеханіка","81.35","49.18","Національний університет біоресурсів і природокористування України","55.45",0
"141 електроенергетика, електротехніка та електромеханіка","81.35","49.18","Бурштинський енергетичний коледж Івано-Франківського національного технічного університету нафти і газу","100",0
"141 електроенергетика, електротехніка та електромеханіка","81.35","49.18","Харківський національний технічний університет сільського господарства імені Петра Василенка","51.02",0
"141 електроенергетика, електротехніка та електромеханіка","81.35","49.18","Державний вищий навчальний заклад ""Криворізький національний університет""","40",0
"141 електроенергетика, електротехніка та електромеханіка","81.35","49.18","Національний університет харчових технологій","74.07",0
"141 електроенергетика, електротехніка та електромеханіка","81.35","49.18","Державний вищий навчальний заклад ""Приазовський державний технічний університет""","67.57",0
"141 електроенергетика, електротехніка та електромеханіка","81.35","49.18","Український державний університет залізничного транспорту","45.45",0
"141 електроенергетика, електротехніка та електромеханіка","81.35","49.18","Тернопільський національний технічний університет імені Івана Пулюя","45.45",0
"141 електроенергетика, електротехніка та електромеханіка","81.35","49.18","Центральноукраїнський національний технічний університет","84.09",0
"141 електроенергетика, електротехніка та електромеханіка","81.35","49.18","Державний університет інфраструктури та технологій","50",0
"141 електроенергетика, електротехніка та електромеханіка","81.35","49.18","Відокремлений підрозділ Національного університету біоресурсів і природокористування України ""Бережанський агротехнічний інститут""","42.11",91.8
"141 електроенергетика, електротехніка та електромеханіка","81.35","49.18","Вінницький національний технічний університет","23.44",0
"141 електроенергетика, електротехніка та електромеханіка","81.35","49.18","Дніпровський державний технічний університет","62.5",0
"141 електроенергетика, електротехніка та електромеханіка","81.35","49.18","Кременчуцький національний університет імені Михайла Остроградського","76.92",0
"141 електроенергетика, електротехніка та електромеханіка","81.35","49.18","Національний університет кораблебудування імені адмірала Макарова","77.78",0
"141 електроенергетика, електротехніка та електромеханіка","81.35","49.18","Київський національний університет будівництва і архітектури","18.18",0
"141 електроенергетика, електротехніка та електромеханіка","81.35","49.18","Державний вищий навчальний заклад ""Національний гірничий університет""","58.33",75
"141 електроенергетика, електротехніка та електромеханіка","81.35","49.18","Полтавський національний технічний університет імені Юрія Кондратюка","35.71",0
"142 енергетичне машинобудування","66.36","63.38","Харківський державний університет харчування та торгівлі","71.43",0
"142 енергетичне машинобудування","66.36","63.38","Національний університет кораблебудування імені адмірала Макарова","83.33",0
"142 енергетичне машинобудування","66.36","63.38","Одеська національна академія харчових технологій","60",0
"142 енергетичне машинобудування","66.36","63.38","Національний університет харчових технологій","100",0
"142 енергетичне машинобудування","66.36","63.38","Первомайський політехнічний інститут Національного університету кораблебудування імені адмірала Макарова","89.47",0
"142 енергетичне машинобудування","66.36","63.38","Донецький національний університет економіки і торгівлі імені Михайла Туган-Барановського","87.5",0
"142 енергетичне машинобудування","66.36","63.38","Національний технічний університет ""Харківський політехнічний інститут""","40.54",0
"142 енергетичне машинобудування","66.36","63.38","Національний авіаційний університет","100",0
"142 енергетичне машинобудування","66.36","63.38","Національний аерокосмічний університет ім. М. Є. Жуковського ""Харківський авіаційний інститут""","60",0
"142 енергетичне машинобудування","66.36","63.38","Національний транспортний університет","41.67",0
"142 енергетичне машинобудування","66.36","63.38","Сумський державний університет","46.67",0
"142 енергетичне машинобудування","66.36","63.38","Херсонська філія Національного університету кораблебудування імені адмірала Макарова","72.22",0
"144 теплоенергетика","70.95","43.3","Первомайський політехнічний інститут Національного університету кораблебудування імені адмірала Макарова","62.5",0
"144 теплоенергетика","70.95","43.3","Державний вищий навчальний заклад ""Приазовський державний технічний університет""","62.5",0
"144 теплоенергетика","70.95","43.3","Національний технічний університет України «Київський політехнічний інститут імені Ігоря Сікорського»","22.54",0
"144 теплоенергетика","70.95","43.3","Сумський державний університет","58.82",0
"144 теплоенергетика","70.95","43.3","Запорізька державна інженерна академія","66.67",0
"144 теплоенергетика","70.95","43.3","Національний університет ""Львівська політехніка""","30",0
"144 теплоенергетика","70.95","43.3","Бурштинський енергетичний коледж Івано-Франківського національного технічного університету нафти і газу","100",0
"144 теплоенергетика","70.95","43.3","Державний вищий навчальний заклад ""Криворізький національний університет""","41.67",0
"144 теплоенергетика","70.95","43.3","Державний вищий навчальний заклад ""Донецький національний технічний університет""","100",0
"144 теплоенергетика","70.95","43.3","Національний технічний університет ""Харківський політехнічний інститут""","22.73",0
"144 теплоенергетика","70.95","43.3","Національний аерокосмічний університет ім. М. Є. Жуковського ""Харківський авіаційний інститут""","33.33",0
"144 теплоенергетика","70.95","43.3","Національна металургійна академія України","90.91",0
"144 теплоенергетика","70.95","43.3","Дніпропетровський національний університет залізничного транспорту імені академіка В. Лазаряна","45.45",0
"144 теплоенергетика","70.95","43.3","Український державний університет залізничного транспорту","66.67",0
