"vnz","code","spec","y1","x1","y2","x2","ms_un_perc_bud","ms_un_perc_cont"
"Харківський національний автомобільно-дорожній університет","код спец-ті: 6.030503","міжнародна економіка",0,0,1,0,0,100
"Харківський національний автомобільно-дорожній університет","код спец-ті: 6.030504","економіка підприємства",0,0,5,0,0,100
"Харківський національний автомобільно-дорожній університет","код спец-ті: 6.030509","облік і аудит",0,0,6,0,0,100
"Харківський національний автомобільно-дорожній університет","код спец-ті: 6.030601","менеджмент",0,0,7,0,0,100
"Харківський національний автомобільно-дорожній університет","код спец-ті: 6.040106","екологія, охорона навколишнього середовища та збалансоване природокористування",0,0,2,0,0,100
"Харківський національний автомобільно-дорожній університет","код спец-ті: 6.050503","машинобудування",0,0,58,0,0,100
"Харківський національний автомобільно-дорожній університет","код спец-ті: 6.050504","зварювання",0,0,3,0,0,100
"Харківський національний автомобільно-дорожній університет","код спец-ті: 6.050702","електромеханіка",0,0,15,0,0,100
"Харківський національний автомобільно-дорожній університет","код спец-ті: 6.060101","будівництво",0,0,34,0,0,100
"Харківський національний автомобільно-дорожній університет","код спец-ті: 6.070101","транспортні технології",0,0,54,0,0,100
"Харківський національний автомобільно-дорожній університет","код спец-ті: 6.070106","автомобільний транспорт",0,0,26,0,0,100
"Харківський національний аграрний університет ім. В.В. Докучаєва","код спец-ті: 051","економіка",5,0,0,11,100,0
"Харківський національний аграрний університет ім. В.В. Докучаєва","код спец-ті: 071","облік і оподаткування",5,9,4,12,35.71,25
"Харківський національний аграрний університет ім. В.В. Докучаєва","код спец-ті: 072","фінанси, банківська справа та страхування",0,4,0,12,0,0
"Харківський національний аграрний університет ім. В.В. Докучаєва","код спец-ті: 073","менеджмент",3,0,4,26,100,13.33
"Харківський національний аграрний університет ім. В.В. Докучаєва","код спец-ті: 076","підприємництво, торгівля та біржова діяльність",0,3,0,4,0,0
"Харківський національний аграрний університет ім. В.В. Докучаєва","код спец-ті: 101","екологія",0,6,0,12,0,0
"Харківський національний аграрний університет ім. В.В. Докучаєва","код спец-ті: 193","геодезія та землеустрій",14,7,0,11,66.67,0
"Харківський національний аграрний університет ім. В.В. Докучаєва","код спец-ті: 201","агрономія",23,81,3,34,22.12,7.69
"Харківський національний аграрний університет ім. В.В. Докучаєва","код спец-ті: 202","захист і карантин рослин",1,15,0,4,6.25,0
"Харківський національний аграрний університет ім. В.В. Докучаєва","код спец-ті: 205","лісове господарство",15,26,3,14,36.59,17.65
"Харківський національний аграрний університет ім. В.В. Докучаєва","код спец-ті: 281","публічне управління та адміністрування",0,0,0,8,0,0
"Харківський національний аграрний університет ім. В.В. Докучаєва","код спец-ті: 6.030504","економіка підприємства",0,0,5,0,0,100
"Харківський національний аграрний університет ім. В.В. Докучаєва","код спец-ті: 6.030508","фінанси і кредит",0,0,6,0,0,100
"Харківський національний аграрний університет ім. В.В. Докучаєва","код спец-ті: 6.030509","облік і аудит",0,0,10,0,0,100
"Харківський національний аграрний університет ім. В.В. Докучаєва","код спец-ті: 6.030601","менеджмент",0,0,4,0,0,100
"Харківський національний аграрний університет ім. В.В. Докучаєва","код спец-ті: 6.090103","лісове і садово-паркове господарство",0,0,11,0,0,100
"Харківський національний аграрний університет ім. В.В. Докучаєва","код спец-ті: 6.090105","захист рослин",1,0,2,0,100,66.67
"Харківський національний економічний університет імені Семена Кузнеця","код спец-ті: 051","економіка",10,43,61,126,18.87,32.62
"Харківський національний економічний університет імені Семена Кузнеця","код спец-ті: 061","журналістика",0,5,0,64,0,0
"Харківський національний економічний університет імені Семена Кузнеця","код спец-ті: 071","облік і оподаткування",5,23,32,23,17.86,58.18
"Харківський національний економічний університет імені Семена Кузнеця","код спец-ті: 072","фінанси, банківська справа та страхування",7,14,18,46,33.33,28.12
"Харківський національний економічний університет імені Семена Кузнеця","код спец-ті: 073","менеджмент",5,42,20,169,10.64,10.58
"Харківський національний економічний університет імені Семена Кузнеця","код спец-ті: 075","маркетинг",3,7,9,24,30,27.27
"Харківський національний економічний університет імені Семена Кузнеця","код спец-ті: 076","підприємництво, торгівля та біржова діяльність",5,9,3,14,35.71,17.65
"Харківський національний економічний університет імені Семена Кузнеця","код спец-ті: 121","інженерія програмного забезпечення",5,4,2,16,55.56,11.11
"Харківський національний економічний університет імені Семена Кузнеця","код спец-ті: 122","комп'ютерні науки",20,23,5,43,46.51,10.42
"Харківський національний економічний університет імені Семена Кузнеця","код спец-ті: 186","видавництво та поліграфія",0,15,2,27,0,6.9
"Харківський національний економічний університет імені Семена Кузнеця","код спец-ті: 242","туризм",0,5,0,65,0,0
"Харківський національний економічний університет імені Семена Кузнеця","код спец-ті: 291","міжнародні відносини, суспільні комунікації та регіональні студії",0,0,0,55,0,0
"Харківський національний економічний університет імені Семена Кузнеця","код спец-ті: 292","міжнародні економічні відносини",0,0,0,77,0,0
"Харківський національний медичний університет","код спец-ті: 223","медсестринство",5,0,19,0,100,100
"Харківський національний медичний університет","код спец-ті: 224","технології медичної діагностики та лікування",0,0,4,9,0,30.77
"Харківський національний медичний університет","код спец-ті: 227","фізична терапія, ерготерапія",0,0,0,28,0,0
"Харківський національний медичний університет","код спец-ті: 6.120102","лабораторна діагностика",0,0,3,0,0,100
"Харківський національний педагогічний університет імені Г.С. Сковороди","код спец-ті: 012","дошкільна освіта",15,22,15,37,40.54,28.85
"Харківський національний педагогічний університет імені Г.С. Сковороди","код спец-ті: 013","початкова освіта",14,23,10,39,37.84,20.41
"Харківський національний педагогічний університет імені Г.С. Сковороди","код спец-ті: 014","середня освіта",7,182,39,194,3.7,16.74
"Харківський національний педагогічний університет імені Г.С. Сковороди","код спец-ті: 017","фізична культура і спорт",0,10,1,13,0,7.14
"Харківський національний педагогічний університет імені Г.С. Сковороди","код спец-ті: 022","дизайн",0,5,5,8,0,38.46
"Харківський національний педагогічний університет імені Г.С. Сковороди","код спец-ті: 024","хореографія",0,4,11,21,0,31.43
"Харківський національний педагогічний університет імені Г.С. Сковороди","код спец-ті: 035","філологія",0,8,0,16,0,0
"Харківський національний педагогічний університет імені Г.С. Сковороди","код спец-ті: 051","економіка",0,0,2,2,0,50
"Харківський національний педагогічний університет імені Г.С. Сковороди","код спец-ті: 053","психологія",0,6,10,37,0,21.28
"Харківський національний педагогічний університет імені Г.С. Сковороди","код спец-ті: 054","соціологія",0,0,0,4,0,0
"Харківський національний педагогічний університет імені Г.С. Сковороди","код спец-ті: 081","право",0,0,19,75,0,15.7
"Харківський національний педагогічний університет імені Г.С. Сковороди","код спец-ті: 091","біологія",0,6,2,4,0,33.33
"Харківський національний педагогічний університет імені Г.С. Сковороди","код спец-ті: 231","соціальна робота",0,4,0,4,0,0
"Харківський національний педагогічний університет імені Г.С. Сковороди","код спец-ті: 6.010101","дошкільна освіта",0,0,0,0,0,0
"Харківський національний педагогічний університет імені Г.С. Сковороди","код спец-ті: 6.010102","початкова освіта",0,0,0,0,0,0
"Харківський національний педагогічний університет імені Г.С. Сковороди","код спец-ті: 6.020202","хореографія",0,0,0,0,0,0
"Харківський національний технічний університет сільського господарства імені Петра Василенка","код спец-ті: 051","економіка",5,1,4,20,83.33,16.67
"Харківський національний технічний університет сільського господарства імені Петра Василенка","код спец-ті: 071","облік і оподаткування",3,4,7,9,42.86,43.75
"Харківський національний технічний університет сільського господарства імені Петра Василенка","код спец-ті: 072","фінанси, банківська справа та страхування",0,0,1,3,0,25
"Харківський національний технічний університет сільського господарства імені Петра Василенка","код спец-ті: 073","менеджмент",3,1,7,45,75,13.46
"Харківський національний технічний університет сільського господарства імені Петра Василенка","код спец-ті: 075","маркетинг",0,0,2,14,0,12.5
"Харківський національний технічний університет сільського господарства імені Петра Василенка","код спец-ті: 076","підприємництво, торгівля та біржова діяльність",0,2,11,17,0,37.93
"Харківський національний технічний університет сільського господарства імені Петра Василенка","код спец-ті: 081","право",0,0,6,36,0,10
"Харківський національний технічний університет сільського господарства імені Петра Василенка","код спец-ті: 133","галузеве машинобудування",48,77,53,12,38.4,81.54
"Харківський національний технічний університет сільського господарства імені Петра Василенка","код спец-ті: 141","електроенергетика, електротехніка та електромеханіка",25,24,75,8,51.02,90.36
"Харківський національний технічний університет сільського господарства імені Петра Василенка","код спец-ті: 151","автоматизація та комп’ютерно-інтегровані технології",5,9,4,3,35.71,57.14
"Харківський національний технічний університет сільського господарства імені Петра Василенка","код спец-ті: 163","біомедична інженерія",0,0,0,1,0,0
"Харківський національний технічний університет сільського господарства імені Петра Василенка","код спец-ті: 181","харчові технології",10,7,30,6,58.82,83.33
"Харківський національний технічний університет сільського господарства імені Петра Василенка","код спец-ті: 187","деревообробні та меблеві технології",0,9,10,4,0,71.43
"Харківський національний технічний університет сільського господарства імені Петра Василенка","код спец-ті: 192","будівництво та цивільна інженерія",0,6,9,5,0,64.29
"Харківський національний технічний університет сільського господарства імені Петра Василенка","код спец-ті: 205","лісове господарство",5,4,4,7,55.56,36.36
"Харківський національний технічний університет сільського господарства імені Петра Василенка","код спец-ті: 208","агроінженерія",65,54,75,13,54.62,85.23
"Харківський національний технічний університет сільського господарства імені Петра Василенка","код спец-ті: 275","транспортні технології",10,11,14,16,47.62,46.67
"Харківський національний технічний університет сільського господарства імені Петра Василенка","код спец-ті: 6.050503","машинобудування",0,0,7,0,0,100
"Харківський національний технічний університет сільського господарства імені Петра Василенка","код спец-ті: 6.051801","деревооброблювальні технології",0,0,1,0,0,100
"Харківський національний університет будівництва та архітектури","код спец-ті: 051","економіка",0,1,0,17,0,0
"Харківський національний університет будівництва та архітектури","код спец-ті: 071","облік і оподаткування",0,0,0,4,0,0
"Харківський національний університет будівництва та архітектури","код спец-ті: 072","фінанси, банківська справа та страхування",0,0,1,9,0,10
"Харківський національний університет будівництва та архітектури","код спец-ті: 073","менеджмент",0,0,3,9,0,25
"Харківський національний університет будівництва та архітектури","код спец-ті: 076","підприємництво, торгівля та біржова діяльність",0,0,0,11,0,0
"Харківський національний університет будівництва та архітектури","код спец-ті: 101","екологія",0,9,0,21,0,0
"Харківський національний університет будівництва та архітектури","код спец-ті: 122","комп'ютерні науки",0,2,0,10,0,0
"Харківський національний університет будівництва та архітектури","код спец-ті: 126","інформаційні системи та технології",0,3,0,6,0,0
"Харківський національний університет будівництва та архітектури","код спец-ті: 133","галузеве машинобудування",10,6,19,5,62.5,79.17
"Харківський національний університет будівництва та архітектури","код спец-ті: 144","теплоенергетика",0,0,0,5,0,0
"Харківський національний університет будівництва та архітектури","код спец-ті: 151","автоматизація та комп’ютерно-інтегровані технології",5,6,0,1,45.45,0
"Харківський національний університет будівництва та архітектури","код спец-ті: 191","архітектура та містобудування",0,39,4,47,0,7.84
"Харківський національний університет будівництва та архітектури","код спец-ті: 192","будівництво та цивільна інженерія",35,71,68,17,33.02,80
"Харківський національний університет будівництва та архітектури","код спец-ті: 194","гідротехнічне будівництво, водна інженерія та водні технології",0,1,0,5,0,0
"Харківський національний університет будівництва та архітектури","код спец-ті: 281","публічне управління та адміністрування",0,0,0,4,0,0
"Харківський національний університет будівництва та архітектури","код спец-ті: 6.030504","економіка підприємства",0,0,3,0,0,100
"Харківський національний університет будівництва та архітектури","код спец-ті: 6.030508","фінанси і кредит",0,0,12,0,0,100
"Харківський національний університет будівництва та архітектури","код спец-ті: 6.030601","менеджмент",0,0,3,0,0,100
"Харківський національний університет будівництва та архітектури","код спец-ті: 6.050101","комп’ютерні науки",0,0,1,0,0,100
"Харківський національний університет будівництва та архітектури","код спец-ті: 6.050503","машинобудування",0,0,3,0,0,100
"Харківський національний університет будівництва та архітектури","код спец-ті: 6.060101","будівництво",0,0,28,0,0,100
"Харківський національний університет будівництва та архітектури","код спец-ті: 6.060102","архітектура",0,0,25,0,0,100
"Харківський національний університет внутрішніх справ","код спец-ті: 053","психологія",0,0,0,72,0,0
"Харківський національний університет внутрішніх справ","код спец-ті: 072","фінанси, банківська справа та страхування",0,0,0,4,0,0
"Харківський національний університет внутрішніх справ","код спец-ті: 081","право",0,0,71,177,0,28.63
"Харківський національний університет внутрішніх справ","код спец-ті: 125","кібербезпека",0,0,0,18,0,0
"Харківський національний університет внутрішніх справ","код спец-ті: 262","правоохоронна діяльність",0,0,0,177,0,0
"Харківський національний університет імені В.Н. Каразіна","код спец-ті: 014","середня освіта",0,2,0,5,0,0
"Харківський національний університет імені В.Н. Каразіна","код спец-ті: 032","історія та археологія",0,37,0,46,0,0
"Харківський національний університет імені В.Н. Каразіна","код спец-ті: 033","філософія",0,8,0,7,0,0
"Харківський національний університет імені В.Н. Каразіна","код спец-ті: 034","культурологія",0,0,0,2,0,0
"Харківський національний університет імені В.Н. Каразіна","код спец-ті: 035","філологія",0,143,0,169,0,0
"Харківський національний університет імені В.Н. Каразіна","код спец-ті: 051","економіка",0,34,2,37,0,5.13
"Харківський національний університет імені В.Н. Каразіна","код спец-ті: 052","політологія",0,0,0,6,0,0
"Харківський національний університет імені В.Н. Каразіна","код спец-ті: 053","психологія",0,45,7,42,0,14.29
"Харківський національний університет імені В.Н. Каразіна","код спец-ті: 054","соціологія",0,30,0,45,0,0
"Харківський національний університет імені В.Н. Каразіна","код спец-ті: 061","журналістика",0,8,0,55,0,0
"Харківський національний університет імені В.Н. Каразіна","код спец-ті: 071","облік і оподаткування",0,18,1,6,0,12.5
"Харківський національний університет імені В.Н. Каразіна","код спец-ті: 072","фінанси, банківська справа та страхування",0,20,2,6,0,25
"Харківський національний університет імені В.Н. Каразіна","код спец-ті: 073","менеджмент",0,27,3,52,0,5.36
"Харківський національний університет імені В.Н. Каразіна","код спец-ті: 074","публічне управління та адміністрування",0,0,1,0,0,33.33
"Харківський національний університет імені В.Н. Каразіна","код спец-ті: 075","маркетинг",0,8,4,43,0,8.51
"Харківський національний університет імені В.Н. Каразіна","код спец-ті: 076","підприємництво, торгівля та біржова діяльність",0,12,2,37,0,5.13
"Харківський національний університет імені В.Н. Каразіна","код спец-ті: 081","право",0,19,5,39,0,8.47
"Харківський національний університет імені В.Н. Каразіна","код спец-ті: 091","біологія",0,50,16,19,0,45.71
"Харківський національний університет імені В.Н. Каразіна","код спец-ті: 101","екологія",0,23,0,13,0,0
"Харківський національний університет імені В.Н. Каразіна","код спец-ті: 102","хімія",0,48,5,5,0,50
"Харківський національний університет імені В.Н. Каразіна","код спец-ті: 103","науки про землю",0,15,1,11,0,8.33
"Харківський національний університет імені В.Н. Каразіна","код спец-ті: 104","фізика та астрономія",0,32,2,2,0,50
"Харківський національний університет імені В.Н. Каразіна","код спец-ті: 105","прикладна фізика та наноматеріали",0,88,3,8,0,27.27
"Харківський національний університет імені В.Н. Каразіна","код спец-ті: 106","географія",0,12,0,14,0,0
"Харківський національний університет імені В.Н. Каразіна","код спец-ті: 111","математика",0,25,0,1,0,0
"Харківський національний університет імені В.Н. Каразіна","код спец-ті: 113","прикладна математика",0,19,0,0,0,
"Харківський національний університет імені В.Н. Каразіна","код спец-ті: 122","комп'ютерні науки",0,83,0,24,0,0
"Харківський національний університет імені В.Н. Каразіна","код спец-ті: 122","комп’ютерні науки та інформаційні технології",0,0,0,0,0,0
"Харківський національний університет імені В.Н. Каразіна","код спец-ті: 123","комп’ютерна інженерія",0,11,0,4,0,0
"Харківський національний університет імені В.Н. Каразіна","код спец-ті: 125","кібербезпека",0,41,3,10,0,23.08
"Харківський національний університет імені В.Н. Каразіна","код спец-ті: 151","автоматизація та комп’ютерно-інтегровані технології",0,25,0,0,0,
"Харківський національний університет імені В.Н. Каразіна","код спец-ті: 153","мікро- та наносистемна техніка",0,11,0,1,0,0
"Харківський національний університет імені В.Н. Каразіна","код спец-ті: 162","біотехнології та біоінженерія",0,12,1,14,0,6.67
"Харківський національний університет імені В.Н. Каразіна","код спец-ті: 231","соціальна робота",0,8,0,7,0,0
"Харківський національний університет імені В.Н. Каразіна","код спец-ті: 241","готельно-ресторанна справа",0,10,0,34,0,0
"Харківський національний університет імені В.Н. Каразіна","код спец-ті: 242","туризм",0,19,0,38,0,0
"Харківський національний університет імені В.Н. Каразіна","код спец-ті: 281","публічне управління та адміністрування",0,2,0,16,0,0
"Харківський національний університет імені В.Н. Каразіна","код спец-ті: 291","міжнародні відносини, суспільні комунікації та регіональні студії",0,13,0,88,0,0
"Харківський національний університет імені В.Н. Каразіна","код спец-ті: 292","міжнародні економічні відносини",0,12,0,78,0,0
"Харківський національний університет імені В.Н. Каразіна","код спец-ті: 293","міжнародне право",0,2,0,24,0,0
"Харківський національний університет імені В.Н. Каразіна","код спец-ті: 6.010203","здоров’я людини",0,0,1,0,0,100
"Харківський національний університет імені В.Н. Каразіна","код спец-ті: 6.020303","філологія",0,0,0,0,0,0
"Харківський національний університет імені В.Н. Каразіна","код спец-ті: 6.030102","психологія",0,0,0,0,0,0
"Харківський національний університет імені В.Н. Каразіна","код спец-ті: 6.030401","правознавство",0,0,0,0,0,0
"Харківський національний університет імені В.Н. Каразіна","код спец-ті: 6.040102","біологія",0,0,0,0,0,0
"Харківський національний університет імені В.Н. Каразіна","код спец-ті: 6.040103","геологія",0,0,3,0,0,100
"Харківський національний університет імені В.Н. Каразіна","код спец-ті: 6.040106","екологія, охорона навколишнього середовища та збалансоване природокористування",0,0,3,0,0,100
"Харківський національний університет імені В.Н. Каразіна","код спец-ті: 6.050101","комп’ютерні науки",0,0,0,0,0,0
"Харківський національний університет мистецтв імені І.П. Котляревського","код спец-ті: 025","музичне мистецтво",0,105,0,1,0,0
"Харківський національний університет мистецтв імені І.П. Котляревського","код спец-ті: 026","сценічне мистецтво",0,40,0,0,0,
"Харківський національний університет міського господарства імені О.М. Бекетова","код спец-ті: 051","економіка",0,1,26,33,0,44.07
"Харківський національний університет міського господарства імені О.М. Бекетова","код спец-ті: 071","облік і оподаткування",0,10,9,32,0,21.95
"Харківський національний університет міського господарства імені О.М. Бекетова","код спец-ті: 073","менеджмент",0,4,17,105,0,13.93
"Харківський національний університет міського господарства імені О.М. Бекетова","код спец-ті: 074","публічне управління та адміністрування",0,0,3,0,0,100
"Харківський національний університет міського господарства імені О.М. Бекетова","код спец-ті: 076","підприємництво, торгівля та біржова діяльність",0,9,8,42,0,16
"Харківський національний університет міського господарства імені О.М. Бекетова","код спец-ті: 101","екологія",0,15,3,19,0,13.64
"Харківський національний університет міського господарства імені О.М. Бекетова","код спец-ті: 122","комп'ютерні науки",6,0,0,16,100,0
"Харківський національний університет міського господарства імені О.М. Бекетова","код спец-ті: 126","інформаційні системи та технології",0,4,0,4,0,0
"Харківський національний університет міського господарства імені О.М. Бекетова","код спец-ті: 141","електроенергетика, електротехніка та електромеханіка",90,28,28,24,76.27,53.85
"Харківський національний університет міського господарства імені О.М. Бекетова","код спец-ті: 151","автоматизація та комп’ютерно-інтегровані технології",5,4,2,2,55.56,50
"Харківський національний університет міського господарства імені О.М. Бекетова","код спец-ті: 183","технології захисту навколишнього середовища",5,4,4,3,55.56,57.14
"Харківський національний університет міського господарства імені О.М. Бекетова","код спец-ті: 185","нафтогазова інженерія та технології",0,12,2,10,0,16.67
"Харківський національний університет міського господарства імені О.М. Бекетова","код спец-ті: 191","архітектура та містобудування",0,23,1,34,0,2.86
"Харківський національний університет міського господарства імені О.М. Бекетова","код спец-ті: 192","будівництво та цивільна інженерія",100,39,18,15,71.94,54.55
"Харківський національний університет міського господарства імені О.М. Бекетова","код спец-ті: 193","геодезія та землеустрій",5,14,6,12,26.32,33.33
"Харківський національний університет міського господарства імені О.М. Бекетова","код спец-ті: 206","садово-паркове господарство",5,8,1,13,38.46,7.14
"Харківський національний університет міського господарства імені О.М. Бекетова","код спец-ті: 241","готельно-ресторанна справа",0,6,6,106,0,5.36
"Харківський національний університет міського господарства імені О.М. Бекетова","код спец-ті: 242","туризм",0,10,3,90,0,3.23
"Харківський національний університет міського господарства імені О.М. Бекетова","код спец-ті: 263","цивільна безпека",2,2,7,32,50,17.95
"Харківський національний університет міського господарства імені О.М. Бекетова","код спец-ті: 275","транспортні технології",15,41,4,21,26.79,16
"Харківський національний університет міського господарства імені О.М. Бекетова","код спец-ті: 281","публічне управління та адміністрування",0,2,0,37,0,0
"Харківський національний університет міського господарства імені О.М. Бекетова","код спец-ті: 6.030504","економіка підприємства",0,0,96,0,0,100
"Харківський національний університет міського господарства імені О.М. Бекетова","код спец-ті: 6.030509","облік і аудит",0,0,41,0,0,100
"Харківський національний університет міського господарства імені О.М. Бекетова","код спец-ті: 6.030601","менеджмент",0,0,55,0,0,100
"Харківський національний університет міського господарства імені О.М. Бекетова","код спец-ті: 6.040106","екологія, охорона навколишнього середовища та збалансоване природокористування",0,0,2,0,0,100
"Харківський національний університет міського господарства імені О.М. Бекетова","код спец-ті: 6.050701","електротехніка та електротехнології",0,0,49,0,0,100
"Харківський національний університет міського господарства імені О.М. Бекетова","код спец-ті: 6.050702","електромеханіка",0,0,76,0,0,100
"Харківський національний університет міського господарства імені О.М. Бекетова","код спец-ті: 6.060101","будівництво",0,0,36,0,0,100
"Харківський національний університет міського господарства імені О.М. Бекетова","код спец-ті: 6.060102","архітектура",0,0,3,0,0,100
"Харківський національний університет міського господарства імені О.М. Бекетова","код спец-ті: 6.070101","транспортні технології",0,0,21,0,0,100
"Харківський національний університет міського господарства імені О.М. Бекетова","код спец-ті: 6.080101","геодезія, картографія та землеустрій",0,0,3,0,0,100
"Харківський національний університет міського господарства імені О.М. Бекетова","код спец-ті: 6.140101","готельно-ресторанна справа",0,0,16,0,0,100
"Харківський національний університет міського господарства імені О.М. Бекетова","код спец-ті: 6.140103","туризм",0,0,1,0,0,100
"Харківський національний університет міського господарства імені О.М. Бекетова","код спец-ті: 6.170201","цивільний захист",0,0,4,0,0,100
"Харківський національний університет міського господарства імені О.М. Бекетова","код спец-ті: 6.170202","охорона праці",0,0,23,0,0,100
"Харківський національний університет Повітряних Сил імені Івана Кожедуба","код спец-ті: 272","авіаційний транспорт",0,0,0,2,0,0
"Харківський національний університет Повітряних Сил імені Івана Кожедуба","код спец-ті: 6.050701","електротехніка та електротехнології",0,0,25,0,0,100
"Харківський національний університет Повітряних Сил імені Івана Кожедуба","код спец-ті: 6.050901","радіотехніка",0,0,4,0,0,100
"Харківський національний університет Повітряних Сил імені Івана Кожедуба","код спец-ті: 6.051103","авіоніка",0,0,1,0,0,100
"Харківський національний університет Повітряних Сил імені Івана Кожедуба","код спец-ті: 6.070103","обслуговування повітряних суден",0,0,7,0,0,100
"Харківський національний університет радіоелектроніки","код спец-ті: 051","економіка",0,3,0,12,0,0
"Харківський національний університет радіоелектроніки","код спец-ті: 113","прикладна математика",0,10,0,4,0,0
"Харківський національний університет радіоелектроніки","код спец-ті: 121","інженерія програмного забезпечення",0,130,3,124,0,2.36
"Харківський національний університет радіоелектроніки","код спец-ті: 122","комп'ютерні науки",45,178,6,123,20.18,4.65
"Харківський національний університет радіоелектроніки","код спец-ті: 122","комп’ютерні науки та інформаційні технології",0,0,1,0,0,100
"Харківський національний університет радіоелектроніки","код спец-ті: 123","комп’ютерна інженерія",30,146,13,51,17.05,20.31
"Харківський національний університет радіоелектроніки","код спец-ті: 124","системний аналіз",0,5,0,3,0,0
"Харківський національний університет радіоелектроніки","код спец-ті: 125","кібербезпека",30,54,6,45,35.71,11.76
