"spec","vnz","x1","y1","ms_un_perc_bud","x2","y2","ms_un_perc_cont"
"131 прикладна механіка","Східноукраїнський національний університет імені Володимира Даля",10,0,100,1,0,100
"131 прикладна механіка","Первомайський політехнічний інститут Національного університету кораблебудування імені адмірала Макарова",8,2,80,9,2,81.82
"131 прикладна механіка","Державний вищий навчальний заклад ""Національний лісотехнічний університет України""",15,17,46.88,20,1,95.24
"131 прикладна механіка","Харківський державний університет харчування та торгівлі",5,3,62.5,0,,0
"131 прикладна механіка","Івано-Франківський національний технічний університет нафти і газу",10,24,29.41,32,0,100
"131 прикладна механіка","Донбаський державний технічний університет",15,0,100,0,,0
"131 прикладна механіка","Кременчуцький національний університет імені Михайла Остроградського",10,5,66.67,27,0,100
"131 прикладна механіка","Дніпровський державний технічний університет",10,6,62.5,16,2,88.89
"131 прикладна механіка","Національний університет харчових технологій",10,25,28.57,0,,0
"131 прикладна механіка","Сумський державний університет",11,23,32.35,3,1,75
"131 прикладна механіка","Державний вищий навчальний заклад ""Приазовський державний технічний університет""",35,29,54.69,17,6,73.91
"131 прикладна механіка","Національний технічний університет України «Київський політехнічний інститут імені Ігоря Сікорського»",34,176,16.19,0,,0
"131 прикладна механіка","Державний вищий навчальний заклад ""Національний гірничий університет""",15,9,62.5,11,11,50
"131 прикладна механіка","Національна металургійна академія України",10,13,43.48,32,2,94.12
"131 прикладна механіка","Українська академія друкарства",9,9,50,0,,0
"131 прикладна механіка","Херсонський національний технічний університет",5,7,41.67,0,,0
"131 прикладна механіка","Національний аерокосмічний університет ім. М. Є. Жуковського ""Харківський авіаційний інститут""",19,26,42.22,0,,0
"131 прикладна механіка","Хмельницький національний університет",10,13,43.48,17,3,85
"131 прикладна механіка","Херсонська філія Національного університету кораблебудування імені адмірала Макарова",8,5,61.54,0,,0
"131 прикладна механіка","Одеська національна академія харчових технологій",5,9,35.71,3,0,100
"131 прикладна механіка","Приватний вищий навчальний заклад ""Новокаховський політехнічний інститут""",0,,0,4,1,80
"131 прикладна механіка","Нікопольський факультет Національної металургійної академії України",0,,0,9,0,100
"131 прикладна механіка","Національний транспортний університет",5,12,29.41,3,2,60
"131 прикладна механіка","Донбаська державна машинобудівна академія",56,13,81.16,6,9,40
"131 прикладна механіка","Національний університет кораблебудування імені адмірала Макарова",19,5,79.17,0,,0
"131 прикладна механіка","Черкаський державний технологічний університет",5,8,38.46,6,0,100
"131 прикладна механіка","Київський національний університет будівництва і архітектури",0,,0,31,4,88.57
"131 прикладна механіка","Державний вищий навчальний заклад ""Український державний хіміко-технологічний університет""",10,8,55.56,6,0,100
"131 прикладна механіка","Українська інженерно-педагогічна академія",5,2,71.43,1,0,100
"131 прикладна механіка","Конотопський інститут Сумського державного університету",4,0,100,22,0,100
"131 прикладна механіка","Луцький національний технічний університет",25,23,52.08,1,1,50
"131 прикладна механіка","Запорізький національний технічний університет",55,38,59.14,41,9,82
"131 прикладна механіка","Національний університет ""Львівська політехніка""",8,24,25,13,1,92.86
"131 прикладна механіка","Центральноукраїнський національний технічний університет",25,16,60.98,0,,0
"132 матеріалознавство","Національний технічний університет України «Київський політехнічний інститут імені Ігоря Сікорського»",2,19,9.52,0,,0
"132 матеріалознавство","Державний вищий навчальний заклад ""Придніпровська державна академія будівництва та архітектури""",5,0,100,0,,0
"132 матеріалознавство","Національний технічний університет ""Харківський політехнічний інститут""",5,8,38.46,8,6,57.14
"132 матеріалознавство","Запорізький національний технічний університет",13,5,72.22,3,6,33.33
"132 матеріалознавство","Центральноукраїнський національний технічний університет",5,0,100,1,0,100
"132 матеріалознавство","Національний університет кораблебудування імені адмірала Макарова",1,1,50,0,,0
"132 матеріалознавство","Хмельницький національний університет",5,4,55.56,20,9,68.97
"132 матеріалознавство","Сумський державний університет",4,4,50,1,2,33.33
"132 матеріалознавство","Луцький національний технічний університет",15,6,71.43,0,,0
"132 матеріалознавство","Національна металургійна академія України",15,2,88.24,31,12,72.09
"132 матеріалознавство","Одеський національний політехнічний університет",4,2,66.67,0,,0
"132 матеріалознавство","Державний вищий навчальний заклад ""Приазовський державний технічний університет""",0,,0,1,1,50
"133 галузеве машинобудування","Чернівецький факультет Національного технічного університету «Харківський політехнічний інститут»",0,,0,3,1,75
"133 галузеве машинобудування","Кременчуцький національний університет імені Михайла Остроградського",15,5,75,22,0,100
"133 галузеве машинобудування","Центральноукраїнський національний технічний університет",34,12,73.91,3,3,50
"133 галузеве машинобудування","Одеська державна академія будівництва та архітектури",15,3,83.33,0,,0
"133 галузеве машинобудування","Харківський національний автомобільно-дорожній університет",0,,0,8,7,53.33
"133 галузеве машинобудування","Тернопільський національний технічний університет імені Івана Пулюя",20,34,37.04,41,1,97.62
"133 галузеве машинобудування","Таврійський державний агротехнологічний університет",17,13,56.67,25,9,73.53
"133 галузеве машинобудування","Полтавська філія Національного університету харчових технологій",0,,0,19,0,100
"133 галузеве машинобудування","Національний університет харчових технологій",20,18,52.63,16,1,94.12
"133 галузеве машинобудування","Київський національний університет технологій та дизайну",15,9,62.5,7,3,70
"133 галузеве машинобудування","Національна металургійна академія України",22,7,75.86,66,2,97.06
"133 галузеве машинобудування","Одеський національний морський університет",0,,0,3,15,16.67
"133 галузеве машинобудування","Криворізький металургійний інститут Національної металургійної академії України",0,,0,52,0,100
"133 галузеве машинобудування","Індустріальний інститут Державного вищого навчального закладу ""Донецький національний технічний університет""",0,,0,7,5,58.33
"133 галузеве машинобудування","Національний аерокосмічний університет ім. М. Є. Жуковського ""Харківський авіаційний інститут""",24,6,80,0,,0
"133 галузеве машинобудування","Житомирський державний технологічний університет",5,10,33.33,7,3,70
"133 галузеве машинобудування","Донецький національний університет економіки і торгівлі імені Михайла Туган-Барановського",6,5,54.55,0,,0
"133 галузеве машинобудування","Український державний університет залізничного транспорту",10,8,55.56,22,0,100
"133 галузеве машинобудування","Львівський національний аграрний університет",12,19,38.71,14,0,100
"133 галузеве машинобудування","Луцький національний технічний університет",20,43,31.75,20,5,80
"133 галузеве машинобудування","Кам'янець-Подільська філія Національного університету харчових технологій",0,,0,5,0,100
"133 галузеве машинобудування","Дніпровський державний технічний університет",5,8,38.46,7,2,77.78
"133 галузеве машинобудування","Східноукраїнський національний університет імені Володимира Даля",28,17,62.22,6,4,60
"133 галузеве машинобудування","Полтавський національний технічний університет імені Юрія Кондратюка",10,6,62.5,8,1,88.89
"133 галузеве машинобудування","Харківський національний технічний університет сільського господарства імені Петра Василенка",48,77,38.4,53,12,81.54
"133 галузеве машинобудування","Львівська філія Національного університету харчових технологій",0,,0,9,0,100
"133 галузеве машинобудування","Державний вищий навчальний заклад ""Приазовський державний технічний університет""",40,5,88.89,6,0,100
"133 галузеве машинобудування","Хмельницький національний університет",10,19,34.48,18,4,81.82
"133 галузеве машинобудування","Державний вищий навчальний заклад ""Криворізький національний університет""",19,24,44.19,8,3,72.73
"133 галузеве машинобудування","Херсонський національний технічний університет",5,5,50,0,,0
"133 галузеве машинобудування","Державний вищий навчальний заклад ""Український державний хіміко-технологічний університет""",15,12,55.56,31,1,96.88
"133 галузеве машинобудування","Одеська національна академія харчових технологій",5,6,45.45,2,1,66.67
"133 галузеве машинобудування","Національний технічний університет ""Харківський політехнічний інститут""",27,40,40.3,9,7,56.25
"133 галузеве машинобудування","Дніпропетровський національний університет імені Олеся Гончара",5,0,100,5,0,100
"133 галузеве машинобудування","Смілянська філія Національного університету харчових технологій",0,,0,16,0,100
"133 галузеве машинобудування","Державний вищий навчальний заклад ""Донецький національний технічний університет""",3,19,13.64,6,3,66.67
"133 галузеве машинобудування","Сумський державний університет",10,18,35.71,0,,0
"133 галузеве машинобудування","Донбаська національна академія будівництва і архітектури",7,1,87.5,0,,0
"133 галузеве машинобудування","Дніпропетровський національний університет залізничного транспорту імені академіка В. Лазаряна",1,3,25,13,1,92.86
"133 галузеве машинобудування","Харківський національний університет будівництва та архітектури",10,6,62.5,19,5,79.17
"133 галузеве машинобудування","Національний технічний університет України «Київський політехнічний інститут імені Ігоря Сікорського»",15,139,9.74,2,11,15.38
"133 галузеве машинобудування","Запорізький національний технічний університет",98,13,88.29,24,5,82.76
"133 галузеве машинобудування","Шосткинський інститут Сумського державного університету",5,1,83.33,0,,0
"133 галузеве машинобудування","Київський національний університет будівництва і архітектури",10,19,34.48,16,4,80
"133 галузеве машинобудування","Інститут хімічних технологій Східноукраїнського національного університету імені Володимира Даля (м. Рубіжне)",8,4,66.67,8,8,50
"133 галузеве машинобудування","Національний транспортний університет",15,28,34.88,32,6,84.21
"133 галузеве машинобудування","Нікопольський факультет Національної металургійної академії України",0,,0,31,0,100
"133 галузеве машинобудування","Національний університет водного господарства та природокористування",18,42,30,13,5,72.22
"133 галузеве машинобудування","Донбаська державна машинобудівна академія",40,19,67.8,19,2,90.48
"133 галузеве машинобудування","Запорізька державна інженерна академія",5,8,38.46,2,1,66.67
"133 галузеве машинобудування","Національний університет біоресурсів і природокористування України",11,39,22,15,3,83.33
"133 галузеве машинобудування","Державний вищий навчальний заклад ""Національний гірничий університет""",26,20,56.52,0,,0
"133 галузеве машинобудування","Черкаський державний технологічний університет",12,8,60,5,2,71.43
"133 галузеве машинобудування","Національний університет ""Львівська політехніка""",8,15,34.78,5,2,71.43
"133 галузеве машинобудування","Вінницький національний аграрний університет",20,22,47.62,3,2,60
"133 галузеве машинобудування","Одеський національний політехнічний університет",10,23,30.3,3,2,60
"133 галузеве машинобудування","Державний вищий навчальний заклад ""Придніпровська державна академія будівництва та архітектури""",3,9,25,1,0,100
"133 галузеве машинобудування","Донбаський державний технічний університет",10,0,100,0,,0
"134 авіаційна та ракетно-космічна техніка","Національний аерокосмічний університет ім. М. Є. Жуковського ""Харківський авіаційний інститут""",60,57,51.28,2,15,11.76
"134 авіаційна та ракетно-космічна техніка","Дніпропетровський національний університет імені Олеся Гончара",19,6,76,4,0,100
"134 авіаційна та ракетно-космічна техніка","Національний технічний університет України «Київський політехнічний інститут імені Ігоря Сікорського»",8,37,17.78,0,,0
"134 авіаційна та ракетно-космічна техніка","Запорізький національний технічний університет",20,3,86.96,7,1,87.5
"134 авіаційна та ракетно-космічна техніка","Національний університет кораблебудування імені адмірала Макарова",2,2,50,0,,0
"135 суднобудування","Національний університет кораблебудування імені адмірала Макарова",22,16,57.89,0,,0
"135 суднобудування","Одеський національний морський університет",0,,0,1,2,33.33
"135 суднобудування","Херсонська філія Національного університету кораблебудування імені адмірала Макарова",22,9,70.97,33,3,91.67
"136 металургія","Донбаська державна машинобудівна академія",20,6,76.92,2,4,33.33
"136 металургія","Дніпровський державний технічний університет",10,10,50,4,1,80
"136 металургія","Одеський національний політехнічний університет",5,5,50,0,,0
"136 металургія","Криворізький металургійний інститут Національної металургійної академії України",0,,0,37,0,100
"136 металургія","Нікопольський факультет Національної металургійної академії України",0,,0,62,27,69.66
"136 металургія","Державний вищий навчальний заклад ""Криворізький національний університет""",15,27,35.71,12,2,85.71
"136 металургія","Запорізький національний технічний університет",12,8,60,8,3,72.73
"136 металургія","Державний вищий навчальний заклад ""Приазовський державний технічний університет""",15,9,62.5,11,1,91.67
"136 металургія","Національна металургійна академія України",65,43,60.19,28,14,66.67
"136 металургія","Національний технічний університет України «Київський політехнічний інститут імені Ігоря Сікорського»",5,19,20.83,1,0,100
"136 металургія","Запорізька державна інженерна академія",5,16,23.81,0,,0
"141 електроенергетика, електротехніка та електромеханіка","Національна металургійна академія України",20,3,86.96,37,1,97.37
"141 електроенергетика, електротехніка та електромеханіка","Херсонський національний технічний університет",5,8,38.46,9,1,90
"141 електроенергетика, електротехніка та електромеханіка","Національний університет водного господарства та природокористування",10,24,29.41,8,4,66.67
"141 електроенергетика, електротехніка та електромеханіка","Черкаський державний технологічний університет",14,8,63.64,18,2,90
"141 електроенергетика, електротехніка та електромеханіка","Відокремлений підрозділ Національного університету біоресурсів і природокористування України ""Немішаївський агротехнічний коледж""",30,0,100,6,0,100
"141 електроенергетика, електротехніка та електромеханіка","Донбаський державний технічний університет",45,10,81.82,15,0,100
"141 електроенергетика, електротехніка та електромеханіка","Сумський національний аграрний університет",9,10,47.37,24,2,92.31
"141 електроенергетика, електротехніка та електромеханіка","Дніпропетровський національний університет залізничного транспорту імені академіка В. Лазаряна",34,26,56.67,23,4,85.19
"141 електроенергетика, електротехніка та електромеханіка","Донбаська державна машинобудівна академія",20,5,80,4,3,57.14
"141 електроенергетика, електротехніка та електромеханіка","Національний аерокосмічний університет ім. М. Є. Жуковського ""Харківський авіаційний інститут""",3,15,16.67,0,,0
"141 електроенергетика, електротехніка та електромеханіка","Національний технічний університет України «Київський політехнічний інститут імені Ігоря Сікорського»",102,212,32.48,20,9,68.97
"141 електроенергетика, електротехніка та електромеханіка","Таврійський державний агротехнологічний університет",50,25,66.67,75,14,84.27
"141 електроенергетика, електротехніка та електромеханіка","Національний університет ""Львівська політехніка""",12,82,12.77,57,8,87.69
"141 електроенергетика, електротехніка та електромеханіка","Навчально-науковий професійно-педагогічний інститут Української інженерно- педагогічної академії ( м.Бахмут)",0,,0,33,3,91.67
"141 електроенергетика, електротехніка та електромеханіка","Херсонська філія Національного університету кораблебудування імені адмірала Макарова",20,9,68.97,20,7,74.07
"141 електроенергетика, електротехніка та електромеханіка","Подільський державний аграрно-технічний університет",30,12,71.43,27,3,90
"141 електроенергетика, електротехніка та електромеханіка","Національний авіаційний університет",8,22,26.67,3,3,50
"141 електроенергетика, електротехніка та електромеханіка","Одеська національна академія харчових технологій",10,4,71.43,10,5,66.67
"141 електроенергетика, електротехніка та електромеханіка","Луцький національний технічний університет",15,23,39.47,33,3,91.67
"141 електроенергетика, електротехніка та електромеханіка","Івано-Франківський національний технічний університет нафти і газу",5,29,14.71,22,8,73.33
"141 електроенергетика, електротехніка та електромеханіка","Київський національний університет технологій та дизайну",15,9,62.5,14,5,73.68
"141 електроенергетика, електротехніка та електромеханіка","Харківський національний автомобільно-дорожній університет",0,,0,3,6,33.33
"141 електроенергетика, електротехніка та електромеханіка","Сумський державний університет",6,23,20.69,0,,0
"141 електроенергетика, електротехніка та електромеханіка","Відокремлений підрозділ Національного університету біоресурсів і природокористування України ""Ніжинський агротехнічний інститут""",10,5,66.67,5,5,50
"141 електроенергетика, електротехніка та електромеханіка","Хмельницький національний університет",18,21,46.15,8,3,72.73
"141 електроенергетика, електротехніка та електромеханіка","Запорізький національний технічний університет",39,41,48.75,87,7,92.55
"141 електроенергетика, електротехніка та електромеханіка","Приватний вищий навчальний заклад ""Новокаховський політехнічний інститут""",0,,0,5,0,100
"141 електроенергетика, електротехніка та електромеханіка","Харківський національний університет міського господарства імені О.М. Бекетова",90,28,76.27,28,24,53.85
"141 електроенергетика, електротехніка та електромеханіка","Східноукраїнський національний університет імені Володимира Даля",10,14,41.67,18,3,85.71
"141 електроенергетика, електротехніка та електромеханіка","Криворізький коледж Національного авіаційного університету",0,,0,16,0,100
"141 електроенергетика, електротехніка та електромеханіка","Чернівецький національний університет імені Юрія Федьковича",10,10,50,6,0,100
"141 електроенергетика, електротехніка та електромеханіка","Львівський національний аграрний університет",15,17,46.88,37,5,88.1
"141 електроенергетика, електротехніка та електромеханіка","Одеський національний морський університет",0,,0,15,23,39.47
"141 електроенергетика, електротехніка та електромеханіка","Державний вищий навчальний заклад ""Донецький національний технічний університет""",5,18,21.74,16,6,72.73
"141 електроенергетика, електротехніка та електромеханіка","Львівська філія Дніпропетровського національного університету залізничного транспорту імені академіка В. Лазаряна",0,,0,12,0,100
"141 електроенергетика, електротехніка та електромеханіка","Одеський національний політехнічний університет",35,41,46.05,4,5,44.44
"141 електроенергетика, електротехніка та електромеханіка","Житомирський національний агроекологічний університет",15,14,51.72,11,8,57.89
"141 електроенергетика, електротехніка та електромеханіка","Вінницький національний аграрний університет",10,12,45.45,2,2,50
"141 електроенергетика, електротехніка та електромеханіка","Національний технічний університет ""Харківський політехнічний інститут""",64,93,40.76,46,13,77.97
"141 електроенергетика, електротехніка та електромеханіка","Чернівецький факультет Національного технічного університету «Харківський політехнічний інститут»",0,,0,1,4,20
"141 електроенергетика, електротехніка та електромеханіка","Криворізький металургійний інститут Національної металургійної академії України",0,,0,26,2,92.86
"141 електроенергетика, електротехніка та електромеханіка","Національний університет біоресурсів і природокористування України",56,45,55.45,27,6,81.82
"141 електроенергетика, електротехніка та електромеханіка","Бурштинський енергетичний коледж Івано-Франківського національного технічного університету нафти і газу",20,0,100,26,1,96.3
"141 електроенергетика, електротехніка та електромеханіка","Харківський національний технічний університет сільського господарства імені Петра Василенка",25,24,51.02,75,8,90.36
"141 електроенергетика, електротехніка та електромеханіка","Державний вищий навчальний заклад ""Криворізький національний університет""",20,30,40,58,3,95.08
"141 електроенергетика, електротехніка та електромеханіка","Національний університет харчових технологій",20,7,74.07,20,6,76.92
"141 електроенергетика, електротехніка та електромеханіка","Миколаївський національний аграрний університет",0,,0,2,15,11.76
"141 електроенергетика, електротехніка та електромеханіка","Українська інженерно-педагогічна академія",0,,0,36,1,97.3
"141 електроенергетика, електротехніка та електромеханіка","Державний вищий навчальний заклад ""Приазовський державний технічний університет""",25,12,67.57,5,8,38.46
"141 електроенергетика, електротехніка та електромеханіка","Український державний університет залізничного транспорту",5,6,45.45,40,7,85.11
"141 електроенергетика, електротехніка та електромеханіка","Тернопільський національний технічний університет імені Івана Пулюя",15,18,45.45,30,3,90.91
"141 електроенергетика, електротехніка та електромеханіка","Центральноукраїнський національний технічний університет",37,7,84.09,0,,0
"141 електроенергетика, електротехніка та електромеханіка","Державний університет інфраструктури та технологій",5,5,50,33,1,97.06
"141 електроенергетика, електротехніка та електромеханіка","Відокремлений підрозділ Національного університету біоресурсів і природокористування України ""Бережанський агротехнічний інститут""",8,11,42.11,56,5,91.8
"141 електроенергетика, електротехніка та електромеханіка","Вінницький національний технічний університет",15,49,23.44,30,5,85.71
"141 електроенергетика, електротехніка та електромеханіка","Дніпровський державний технічний університет",10,6,62.5,9,3,75
"141 електроенергетика, електротехніка та електромеханіка","Індустріальний інститут Державного вищого навчального закладу ""Донецький національний технічний університет""",0,,0,2,0,100
"141 електроенергетика, електротехніка та електромеханіка","Кременчуцький національний університет імені Михайла Остроградського",40,12,76.92,37,5,88.1
"141 електроенергетика, електротехніка та електромеханіка","Чернігівський національний технологічний університет",0,,0,11,2,84.62
"141 електроенергетика, електротехніка та електромеханіка","Національний університет кораблебудування імені адмірала Макарова",70,20,77.78,0,,0
"141 електроенергетика, електротехніка та електромеханіка","Київський національний університет будівництва і архітектури",2,9,18.18,0,,0
"141 електроенергетика, електротехніка та електромеханіка","Державний вищий навчальний заклад ""Національний гірничий університет""",63,45,58.33,24,8,75
"141 електроенергетика, електротехніка та електромеханіка","Свалявська філія Національного університету харчових технологій",0,,0,16,0,100
"141 електроенергетика, електротехніка та електромеханіка","Полтавський національний технічний університет імені Юрія Кондратюка",5,9,35.71,15,1,93.75
"142 енергетичне машинобудування","Харківський державний університет харчування та торгівлі",5,2,71.43,2,0,100
"142 енергетичне машинобудування","Національний університет кораблебудування імені адмірала Макарова",20,4,83.33,0,,0
"142 енергетичне машинобудування","Одеська національна академія харчових технологій",15,10,60,14,6,70
"142 енергетичне машинобудування","Національний університет харчових технологій",20,0,100,11,1,91.67
"142 енергетичне машинобудування","Харківський національний автомобільно-дорожній університет",0,,0,2,4,33.33
"142 енергетичне машинобудування","Первомайський політехнічний інститут Національного університету кораблебудування імені адмірала Макарова",17,2,89.47,14,1,93.33
"142 енергетичне машинобудування","Донецький національний університет економіки і торгівлі імені Михайла Туган-Барановського",7,1,87.5,0,,0
"142 енергетичне машинобудування","Національний технічний університет ""Харківський політехнічний інститут""",15,22,40.54,4,14,22.22
"142 енергетичне машинобудування","Національний авіаційний університет",2,0,100,0,,0
"142 енергетичне машинобудування","Національний аерокосмічний університет ім. М. Є. Жуковського ""Харківський авіаційний інститут""",9,6,60,0,,0
"142 енергетичне машинобудування","Національний транспортний університет",5,7,41.67,3,3,50
"142 енергетичне машинобудування","Сумський державний університет",7,8,46.67,0,,0
"142 енергетичне машинобудування","Херсонська філія Національного університету кораблебудування імені адмірала Макарова",13,5,72.22,21,1,95.45
"144 теплоенергетика","Первомайський політехнічний інститут Національного університету кораблебудування імені адмірала Макарова",5,3,62.5,3,2,60
"144 теплоенергетика","Державний вищий навчальний заклад ""Приазовський державний технічний університет""",10,6,62.5,4,2,66.67
"144 теплоенергетика","Дніпровський державний технічний університет",0,,0,2,1,66.67
"144 теплоенергетика","Національний технічний університет України «Київський політехнічний інститут імені Ігоря Сікорського»",16,55,22.54,5,8,38.46
"144 теплоенергетика","Сумський державний університет",10,7,58.82,1,4,20
"144 теплоенергетика","Запорізька державна інженерна академія",4,2,66.67,0,,0
"144 теплоенергетика","Національний університет ""Львівська політехніка""",3,7,30,0,,0
"144 теплоенергетика","Бурштинський енергетичний коледж Івано-Франківського національного технічного університету нафти і газу",15,0,100,2,0,100
"144 теплоенергетика","Державний вищий навчальний заклад ""Криворізький національний університет""",5,7,41.67,15,0,100
"144 теплоенергетика","Державний вищий навчальний заклад ""Донецький національний технічний університет""",5,0,100,8,0,100
"144 теплоенергетика","Національний технічний університет ""Харківський політехнічний інститут""",5,17,22.73,0,,0
"144 теплоенергетика","Національний аерокосмічний університет ім. М. Є. Жуковського ""Харківський авіаційний інститут""",3,6,33.33,0,,0
"144 теплоенергетика","Національна металургійна академія України",10,1,90.91,9,2,81.82
"144 теплоенергетика","Дніпропетровський національний університет залізничного транспорту імені академіка В. Лазаряна",5,6,45.45,3,3,50
"144 теплоенергетика","Український державний університет залізничного транспорту",8,4,66.67,6,6,50
"144 теплоенергетика","Національний університет водного господарства та природокористування",0,,0,4,2,66.67
"144 теплоенергетика","Державний вищий навчальний заклад ""Український державний хіміко-технологічний університет""",10,5,66.67,5,0,100
